query_id,query_text,query_norm,resolved_route,resolution_method,resolution_confidence,resolution_note,suggested_route,suggested_confidence,row_count,observed_routes,observed_valid_routes,observed_pipeline_routes,canonical_intent,persona_hint,observed_intents,observed_personas,source_files,source_rows
d84703caddbbd664,does Harvard have business,does harvard have business,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,college_student,attribute_lookup:2,college_student:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:1399|Data - Shivansh.csv:3733
2fbdc6caa1ab6abb,does UC Berkeley have business,does uc berkeley have business,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,medium:1|short_circuit:2,medium:1|short_circuit:2,,attribute_lookup,advisor,attribute_lookup:3,advisor:2|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:457|Data - Shivansh.csv:1298|Data - Shivansh.csv:2954
099ca6972b0112a8,does University of Florida have chemistry,does university of florida have chemistry,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:2,counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1798|Data - Shivansh.csv:2609
0e2ccdf605553282,does University of Michigan have engineering,does university of michigan have engineering,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,high_school_student,attribute_lookup:2,counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1486|Data - Shivansh.csv:2608
873ddc95fc3f5e66,does USC have mechanical engineering,does usc have mechanical engineering,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,college_student,attribute_lookup:2,college_student:2,Data - Shivansh.csv,Data - Shivansh.csv:2276|Data - Shivansh.csv:3381
f6804460f509a765,Duke,duke,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,7,complex:1|short_circuit:6,complex:1|short_circuit:6,,exact_lookup,college_student,exact_lookup:7,advisor:3|college_student:3|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:1013|Data - Shivansh.csv:1104|Data - Shivansh.csv:1275|Data - Shivansh.csv:1501|Data - Shivansh.csv:1528|Data - Shivansh.csv:3685|Data - Shivansh.csv:3743
79949a5c679fb1b8,Duke admissions profile average sat and gpa,duke admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,llm_needed:1|short_circuit:1,llm_needed:1|short_circuit:1,,recommendation,counselor_teacher,exact_lookup:1|recommendation:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:957|Data - Shivansh.csv:1321
63fb3e18e83812ca,enterprise access for counselors and districts,enterprise access for counselors and districts,medium,manual_override,1.0,Direct B2B product inquiry,,0.0,48,complex:2|llm_needed:6|medium:37|short_circuit:3,complex:2|llm_needed:6|medium:37|short_circuit:3,,b2b_partnership,college_b2b,b2b_partnership:48,advisor:8|college_b2b:26|college_student:3|counselor_teacher:3|high_school_student:4|parent:4,Data - Shivansh.csv,Data - Shivansh.csv:37|Data - Shivansh.csv:61|Data - Shivansh.csv:98|Data - Shivansh.csv:111|Data - Shivansh.csv:153|Data - Shivansh.csv:156|Data - Shivansh.csv:163|Data - Shivansh.csv:323|Data - Shivansh.csv:570|Data - Shivansh.csv:584|Data - Shivansh.csv:725|Data - Shivansh.csv:1067|Data - Shivansh.csv:1514|Data - Shivansh.csv:1586|Data - Shivansh.csv:1693|Data - Shivansh.csv:1721|Data - Shivansh.csv:1731|Data - Shivansh.csv:1739|Data - Shivansh.csv:1768|Data - Shivansh.csv:1799|Data - Shivansh.csv:1826|Data - Shivansh.csv:1907|Data - Shivansh.csv:1915|Data - Shivansh.csv:1985|Data - Shivansh.csv:1990|Data - Shivansh.csv:2027|Data - Shivansh.csv:2034|Data - Shivansh.csv:2092|Data - Shivansh.csv:2095|Data - Shivansh.csv:2115|Data - Shivansh.csv:2143|Data - Shivansh.csv:2200|Data - Shivansh.csv:2201|Data - Shivansh.csv:2214|Data - Shivansh.csv:2217|Data - Shivansh.csv:2242|Data - Shivansh.csv:2314|Data - Shivansh.csv:2362|Data - Shivansh.csv:2381|Data - Shivansh.csv:2386|Data - Shivansh.csv:2395|Data - Shivansh.csv:2418|Data - Shivansh.csv:2429|Data - Shivansh.csv:2435|Data - Shivansh.csv:2446|Data - Shivansh.csv:2469|Data - Shivansh.csv:2490|Data - Shivansh.csv:2491
a5721b235b2a5f45,four year cost of Caltech including housing,four year cost of caltech including housing,medium,strong_observed_majority,0.75,Observed route majority 3/4,,0.0,4,complex:1|medium:3,complex:1|medium:3,,cost_financial_aid,parent,admissions_process:1|career_outcomes:1|cost_financial_aid:1|exact_lookup:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:256|Data - Shivansh.csv:546|Data - Shivansh.csv:1543|Data - Shivansh.csv:2159
b5db16c5567f9d59,four year cost of Carnegie Mellon including housing,four year cost of carnegie mellon including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.333333,3,llm_needed:1|medium:1|short_circuit:1,llm_needed:1|medium:1|short_circuit:1,,multi_constraint,parent,attribute_lookup:1|career_outcomes:1|multi_constraint:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:372|Data - Shivansh.csv:579|Data - Shivansh.csv:1764
493cd56579566398,four year cost of Duke including housing,four year cost of duke including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,campus_life_fit,parent,campus_life_fit:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:268|Data - Shivansh.csv:1555
2945a2062918b4cf,four year cost of Harvard including housing,four year cost of harvard including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,parent,attribute_lookup:1|cost_financial_aid:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:537|Data - Shivansh.csv:1171
aac9d8f2f48e1c58,four year cost of Stanford including housing,four year cost of stanford including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,campus_life_fit,parent,b2b_partnership:1|campus_life_fit:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:731|Data - Shivansh.csv:1982
74170f3043ae8e98,four year cost of UC Berkeley including housing,four year cost of uc berkeley including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,4,complex:2|llm_needed:1|short_circuit:1,complex:2|llm_needed:1|short_circuit:1,,multi_constraint,parent,campus_life_fit:1|exact_lookup:1|multi_constraint:1|rewrite_needed:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:84|Data - Shivansh.csv:765|Data - Shivansh.csv:1970|Data - Shivansh.csv:2380
d7b7a6bb0a4c4ad8,four year cost of UC Irvine including housing,four year cost of uc irvine including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|short_circuit:1,complex:1|short_circuit:1,,multi_constraint,parent,filtered_search:1|multi_constraint:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:554|Data - Shivansh.csv:1711
395fc1b9fdd4c572,four year cost of UCLA including housing,four year cost of ucla including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|medium:1,complex:1|medium:1,,rewrite_needed,parent,cost_financial_aid:1|rewrite_needed:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:257|Data - Shivansh.csv:1068
d364ebd3b71ad571,four year cost of University of Florida including housing,four year cost of university of florida including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,2,complex:1|medium:1,complex:1|medium:1,,b2b_partnership,parent,b2b_partnership:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:281|Data - Shivansh.csv:1100
4868038c253cb27e,four year cost of University of Maryland including housing,four year cost of university of maryland including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.333333,3,complex:1|medium:1|short_circuit:1,complex:1|medium:1|short_circuit:1,,b2b_partnership,parent,attribute_lookup:1|b2b_partnership:1|recommendation:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:282|Data - Shivansh.csv:545|Data - Shivansh.csv:1567
8370621ed402a1ee,four year cost of University of Washington including housing,four year cost of university of washington including housing,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,career_outcomes,parent,admissions_process:1|career_outcomes:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:119|Data - Shivansh.csv:878
6ab96bb3b718cf3b,four year cost of University of Wisconsin including housing,four year cost of university of wisconsin including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.333333,3,llm_needed:1|medium:1|short_circuit:1,llm_needed:1|medium:1|short_circuit:1,,admissions_process,parent,admissions_process:1|attribute_lookup:1|campus_life_fit:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:359|Data - Shivansh.csv:832|Data - Shivansh.csv:1332
6fc88b2b5eb51b46,Georgia Tech admissions profile average sat and gpa,georgia tech admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.25,4,complex:1|llm_needed:1|medium:1|short_circuit:1,complex:1|llm_needed:1|medium:1|short_circuit:1,,b2b_partnership,counselor_teacher,b2b_partnership:1|campus_life_fit:1|comparison:1|exact_lookup:1,counselor_teacher:4,Data - Shivansh.csv,Data - Shivansh.csv:604|Data - Shivansh.csv:1130|Data - Shivansh.csv:1145|Data - Shivansh.csv:1262
478855bf86131c7f,Georgia Tech financial aid for out of state,georgia tech financial aid for out of state,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,cost_financial_aid,college_student,cost_financial_aid:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:469|Data - Shivansh.csv:1559
3162ae8a9d3c894f,Georgia Tech housing guarantee,georgia tech housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.375,4,complex:1|llm_needed:1|medium:1|short_circuit:1,complex:1|llm_needed:1|medium:1|short_circuit:1,,admissions_process,parent,admissions_process:2|comparison:1|exact_lookup:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:475|Data - Shivansh.csv:608|Data - Shivansh.csv:916|Data - Shivansh.csv:1248
aa7d3e3e9daa758a,Georgia Tech scholarships,georgia tech scholarships,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,llm_needed:1|medium:2,llm_needed:1|medium:2,,cost_financial_aid,advisor,cost_financial_aid:3,advisor:2|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:547|Data - Shivansh.csv:1681|Data - Shivansh.csv:1854
4727010b0ff5d76e,Harvard,harvard,short_circuit,manual_override,1.0,Exact school lookup,,0.0,12,llm_needed:1|medium:1|short_circuit:10,llm_needed:1|medium:1|short_circuit:10,,exact_lookup,counselor_teacher,exact_lookup:12,college_student:2|counselor_teacher:5|high_school_student:4|parent:1,Data - Shivansh.csv|Data Anthony.csv,Data - Shivansh.csv:242|Data - Shivansh.csv:324|Data - Shivansh.csv:1365|Data - Shivansh.csv:1396|Data - Shivansh.csv:1538|Data - Shivansh.csv:1912|Data - Shivansh.csv:2075|Data - Shivansh.csv:2324|Data - Shivansh.csv:2690|Data - Shivansh.csv:3053|Data - Shivansh.csv:3697|Data Anthony.csv:17
56d7d32b79166e89,harvard but less stressful,harvard but less stressful,complex,manual_override,1.0,Recommendation requires similarity and tradeoff reasoning,,0.0,74,complex:68|llm_needed:1|medium:1|short_circuit:4,complex:68|llm_needed:1|medium:1|short_circuit:4,,rewrite_needed,parent,rewrite_needed:74,advisor:16|college_student:15|counselor_teacher:18|high_school_student:6|parent:19,Data - Shivansh.csv,Data - Shivansh.csv:24|Data - Shivansh.csv:60|Data - Shivansh.csv:116|Data - Shivansh.csv:150|Data - Shivansh.csv:385|Data - Shivansh.csv:479|Data - Shivansh.csv:504|Data - Shivansh.csv:528|Data - Shivansh.csv:617|Data - Shivansh.csv:827|Data - Shivansh.csv:842|Data - Shivansh.csv:1718|Data - Shivansh.csv:1810|Data - Shivansh.csv:1821|Data - Shivansh.csv:1859|Data - Shivansh.csv:1924|Data - Shivansh.csv:1973|Data - Shivansh.csv:2241|Data - Shivansh.csv:2264|Data - Shivansh.csv:2278|Data - Shivansh.csv:2279|Data - Shivansh.csv:2477|Data - Shivansh.csv:2519|Data - Shivansh.csv:2535|Data - Shivansh.csv:2615|Data - Shivansh.csv:2618|Data - Shivansh.csv:2620|Data - Shivansh.csv:2705|Data - Shivansh.csv:2757|Data - Shivansh.csv:2771|Data - Shivansh.csv:2793|Data - Shivansh.csv:2801|Data - Shivansh.csv:2815|Data - Shivansh.csv:2833|Data - Shivansh.csv:2898|Data - Shivansh.csv:2920|Data - Shivansh.csv:2936|Data - Shivansh.csv:2939|Data - Shivansh.csv:2967|Data - Shivansh.csv:3084|Data - Shivansh.csv:3125|Data - Shivansh.csv:3187|Data - Shivansh.csv:3310|Data - Shivansh.csv:3337|Data - Shivansh.csv:3361|Data - Shivansh.csv:3362|Data - Shivansh.csv:3377|Data - Shivansh.csv:3416|Data - Shivansh.csv:3448|Data - Shivansh.csv:3479|Data - Shivansh.csv:3533|Data - Shivansh.csv:3562|Data - Shivansh.csv:3605|Data - Shivansh.csv:3619|Data - Shivansh.csv:3700|Data - Shivansh.csv:3758|Data - Shivansh.csv:3766|Data - Shivansh.csv:3776|Data - Shivansh.csv:3893|Data - Shivansh.csv:3931|Data - Shivansh.csv:3959|Data - Shivansh.csv:4026|Data - Shivansh.csv:4101|Data - Shivansh.csv:4151|Data - Shivansh.csv:4187|Data - Shivansh.csv:4230|Data - Shivansh.csv:4301|Data - Shivansh.csv:4319|Data - Shivansh.csv:4332|Data - Shivansh.csv:4333|Data - Shivansh.csv:4452|Data - Shivansh.csv:4477|Data - Shivansh.csv:4496|Data - Shivansh.csv:4500
47c87e8dca644f0d,Harvard financial aid,harvard financial aid,medium,strong_observed_majority,0.833333,Observed route majority 5/6,,0.0,6,medium:5|short_circuit:1,medium:5|short_circuit:1,,cost_financial_aid,advisor,attribute_lookup:1|cost_financial_aid:5,advisor:2|college_student:1|counselor_teacher:1|high_school_student:1|parent:1,Data - Shivansh.csv|Data Anthony.csv,Data - Shivansh.csv:2989|Data - Shivansh.csv:3556|Data - Shivansh.csv:3603|Data - Shivansh.csv:3644|Data - Shivansh.csv:4459|Data Anthony.csv:27
9520421de01bd005,housing for Purdue,housing for purdue,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,high_school_student,attribute_lookup:2,college_student:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1650|Data - Shivansh.csv:4462
733d1faabc47fc4c,housing for University of Michigan,housing for university of michigan,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,college_student,attribute_lookup:2,college_student:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:1090|Data - Shivansh.csv:4357
61a46dfa7f9f12bc,how do i apply to Boston University,how do i apply to boston university,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,complex:1|medium:2,complex:1|medium:2,,admissions_process,counselor_teacher,admissions_process:3,counselor_teacher:1|high_school_student:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1040|Data - Shivansh.csv:1672|Data - Shivansh.csv:1976
45a89cc2f073e946,how do i apply to Cornell,how do i apply to cornell,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,6,medium:5|short_circuit:1,medium:5|short_circuit:1,,admissions_process,parent,admissions_process:6,advisor:2|college_student:1|counselor_teacher:1|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:296|Data - Shivansh.csv:2261|Data - Shivansh.csv:2514|Data - Shivansh.csv:3123|Data - Shivansh.csv:3301|Data - Shivansh.csv:4167
3e7cd253d00f190b,how do i apply to Duke,how do i apply to duke,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,admissions_process,advisor,admissions_process:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:704|Data - Shivansh.csv:1594
4596766cfbe324db,how do i apply to MIT,how do i apply to mit,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,llm_needed:1|medium:2,llm_needed:1|medium:2,,admissions_process,counselor_teacher,admissions_process:3,counselor_teacher:2|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:949|Data - Shivansh.csv:2564|Data - Shivansh.csv:3908
fdd132b553b359e4,how do i apply to Penn State,how do i apply to penn state,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,complex:1|medium:2,complex:1|medium:2,,admissions_process,counselor_teacher,admissions_process:3,advisor:1|college_student:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:862|Data - Shivansh.csv:2734|Data - Shivansh.csv:2797
4fa667cda900d8d4,how do i apply to University of Michigan,how do i apply to university of michigan,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,llm_needed:1|medium:2,llm_needed:1|medium:2,,admissions_process,college_student,admissions_process:3,advisor:1|college_student:2,Data - Shivansh.csv,Data - Shivansh.csv:739|Data - Shivansh.csv:2556|Data - Shivansh.csv:3429
b9c3fee9c7670711,how do we update our school profile data,how do we update our school profile data,medium,manual_override,1.0,Profile management or support workflow,,0.0,58,complex:6|llm_needed:2|medium:47|short_circuit:3,complex:6|llm_needed:2|medium:47|short_circuit:3,,b2b_partnership,college_b2b,admissions_process:1|attribute_lookup:1|b2b_partnership:50|career_outcomes:1|exact_lookup:1|filtered_search:1|multi_constraint:2|rewrite_needed:1,advisor:3|college_b2b:42|college_student:4|counselor_teacher:4|high_school_student:1|parent:4,Data - Shivansh.csv,Data - Shivansh.csv:49|Data - Shivansh.csv:62|Data - Shivansh.csv:63|Data - Shivansh.csv:65|Data - Shivansh.csv:68|Data - Shivansh.csv:71|Data - Shivansh.csv:72|Data - Shivansh.csv:95|Data - Shivansh.csv:96|Data - Shivansh.csv:131|Data - Shivansh.csv:154|Data - Shivansh.csv:176|Data - Shivansh.csv:218|Data - Shivansh.csv:261|Data - Shivansh.csv:275|Data - Shivansh.csv:486|Data - Shivansh.csv:623|Data - Shivansh.csv:655|Data - Shivansh.csv:693|Data - Shivansh.csv:1110|Data - Shivansh.csv:1390|Data - Shivansh.csv:1758|Data - Shivansh.csv:1806|Data - Shivansh.csv:1816|Data - Shivansh.csv:1832|Data - Shivansh.csv:1872|Data - Shivansh.csv:1896|Data - Shivansh.csv:1899|Data - Shivansh.csv:1905|Data - Shivansh.csv:1937|Data - Shivansh.csv:1944|Data - Shivansh.csv:1950|Data - Shivansh.csv:1958|Data - Shivansh.csv:1983|Data - Shivansh.csv:1996|Data - Shivansh.csv:2014|Data - Shivansh.csv:2026|Data - Shivansh.csv:2031|Data - Shivansh.csv:2045|Data - Shivansh.csv:2068|Data - Shivansh.csv:2072|Data - Shivansh.csv:2078|Data - Shivansh.csv:2116|Data - Shivansh.csv:2169|Data - Shivansh.csv:2203|Data - Shivansh.csv:2216|Data - Shivansh.csv:2251|Data - Shivansh.csv:2269|Data - Shivansh.csv:2289|Data - Shivansh.csv:2315|Data - Shivansh.csv:2322|Data - Shivansh.csv:2329|Data - Shivansh.csv:2351|Data - Shivansh.csv:2368|Data - Shivansh.csv:2391|Data - Shivansh.csv:2445|Data - Shivansh.csv:2467|Data - Shivansh.csv:2475
4a46d6887391bfb1,how to advise students who want to work abroad after graduation,how to advise students who want to work abroad after graduation,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.25,2,complex:1|medium:1,complex:1|medium:1,,attribute_lookup,advisor,advisory:1|attribute_lookup:1,advisor:2,Data - Edward.csv|Data - Ridhi.csv,Data - Edward.csv:1630|Data - Ridhi.csv:904
9c98e4d72facc4c6,how to lower college costs,how to lower college costs,medium,manual_override,1.0,General financial aid and cost guidance retrieval,,0.0,15,complex:1|medium:14,complex:1|medium:14,,cost_financial_aid,high_school_student,cost_financial_aid:15,advisor:3|college_student:1|counselor_teacher:3|high_school_student:5|parent:3,Data - Shivansh.csv,Data - Shivansh.csv:9|Data - Shivansh.csv:21|Data - Shivansh.csv:33|Data - Shivansh.csv:424|Data - Shivansh.csv:694|Data - Shivansh.csv:703|Data - Shivansh.csv:764|Data - Shivansh.csv:1712|Data - Shivansh.csv:1959|Data - Shivansh.csv:2195|Data - Shivansh.csv:2212|Data - Shivansh.csv:2240|Data - Shivansh.csv:2407|Data - Shivansh.csv:2454|Data - Shivansh.csv:2500
d07880e714e755c5,how to talk to a professor about a bad grade,how to talk to a professor about a bad grade,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,emotional_advisory,college_student,advisory:1|emotional_advisory:1,college_student:2,Data - Edward.csv|Data - Ridhi.csv,Data - Edward.csv:876|Data - Ridhi.csv:259
f7466ae5fdf809fb,internships for UC Berkeley,internships for uc berkeley,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,college_student,attribute_lookup:2,college_student:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1777|Data - Shivansh.csv:3665
fed3b773785f35cd,job placement for Northwestern,job placement for northwestern,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,advisor,attribute_lookup:2,advisor:2,Data - Shivansh.csv,Data - Shivansh.csv:684|Data - Shivansh.csv:2511
ca485d3f13923e64,job placement for UC San Diego,job placement for uc san diego,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,advisor,attribute_lookup:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:645|Data - Shivansh.csv:3282
78198e7ab262449a,MIT,mit,short_circuit,manual_override,1.0,Exact school lookup,,0.0,20,medium:1|short_circuit:19,medium:1|short_circuit:19,short_circuit:1,exact_lookup,high_school_student,exact_lookup:20,advisor:3|college_student:3|counselor_teacher:5|high_school_student:5|parent:4,Data - Anika.csv|Data - Shivansh.csv|Data Anthony.csv,Data - Anika.csv:2|Data - Shivansh.csv:377|Data - Shivansh.csv:403|Data - Shivansh.csv:683|Data - Shivansh.csv:1222|Data - Shivansh.csv:1849|Data - Shivansh.csv:1868|Data - Shivansh.csv:1925|Data - Shivansh.csv:1926|Data - Shivansh.csv:2128|Data - Shivansh.csv:2924|Data - Shivansh.csv:2975|Data - Shivansh.csv:3109|Data - Shivansh.csv:3272|Data - Shivansh.csv:3575|Data - Shivansh.csv:3705|Data - Shivansh.csv:3868|Data - Shivansh.csv:3916|Data - Shivansh.csv:4082|Data Anthony.csv:19
7343209aae89b2ff,MIT admissions profile average sat and gpa,mit admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.666667,3,complex:2|short_circuit:1,complex:2|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:1|comparison:1|rewrite_needed:1,counselor_teacher:3,Data - Shivansh.csv,Data - Shivansh.csv:341|Data - Shivansh.csv:1032|Data - Shivansh.csv:1659
298cecaf16165e13,mit without the suffering,mit without the suffering,complex,manual_override,1.0,Recommendation for alternatives with an implicit constraint,,0.0,60,complex:57|llm_needed:1|medium:1|short_circuit:1,complex:57|llm_needed:1|medium:1|short_circuit:1,,rewrite_needed,college_student,rewrite_needed:60,advisor:12|college_student:19|counselor_teacher:10|high_school_student:6|parent:13,Data - Shivansh.csv|Data Anthony.csv,Data - Shivansh.csv:48|Data - Shivansh.csv:151|Data - Shivansh.csv:230|Data - Shivansh.csv:276|Data - Shivansh.csv:344|Data - Shivansh.csv:426|Data - Shivansh.csv:1288|Data - Shivansh.csv:1713|Data - Shivansh.csv:1716|Data - Shivansh.csv:1724|Data - Shivansh.csv:1843|Data - Shivansh.csv:1884|Data - Shivansh.csv:1927|Data - Shivansh.csv:2121|Data - Shivansh.csv:2124|Data - Shivansh.csv:2126|Data - Shivansh.csv:2155|Data - Shivansh.csv:2219|Data - Shivansh.csv:2232|Data - Shivansh.csv:2233|Data - Shivansh.csv:2507|Data - Shivansh.csv:2510|Data - Shivansh.csv:2569|Data - Shivansh.csv:2625|Data - Shivansh.csv:2628|Data - Shivansh.csv:2698|Data - Shivansh.csv:2765|Data - Shivansh.csv:2782|Data - Shivansh.csv:2795|Data - Shivansh.csv:2838|Data - Shivansh.csv:2840|Data - Shivansh.csv:2842|Data - Shivansh.csv:2885|Data - Shivansh.csv:2906|Data - Shivansh.csv:2972|Data - Shivansh.csv:3025|Data - Shivansh.csv:3057|Data - Shivansh.csv:3130|Data - Shivansh.csv:3161|Data - Shivansh.csv:3241|Data - Shivansh.csv:3304|Data - Shivansh.csv:3321|Data - Shivansh.csv:3490|Data - Shivansh.csv:3536|Data - Shivansh.csv:3675|Data - Shivansh.csv:3676|Data - Shivansh.csv:3681|Data - Shivansh.csv:3768|Data - Shivansh.csv:3772|Data - Shivansh.csv:3841|Data - Shivansh.csv:3853|Data - Shivansh.csv:3859|Data - Shivansh.csv:3900|Data - Shivansh.csv:3982|Data - Shivansh.csv:3985|Data - Shivansh.csv:4049|Data - Shivansh.csv:4235|Data - Shivansh.csv:4340|Data - Shivansh.csv:4419|Data Anthony.csv:5
8d8764cbe197a42b,northeastern,northeastern,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,6,complex:1|short_circuit:5,complex:1|short_circuit:5,,exact_lookup,college_student,exact_lookup:6,advisor:1|college_student:2|counselor_teacher:1|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:212|Data - Shivansh.csv:890|Data - Shivansh.csv:1146|Data - Shivansh.csv:1836|Data - Shivansh.csv:1882|Data - Shivansh.csv:2303
84707f79a4217679,Northeastern tuition vs MIT tuition,northeastern tuition vs mit tuition,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,comparison,college_student,comparison:2,college_student:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:804|Data - Shivansh.csv:1723
