query_text,intent_raw,complexity_raw,persona_raw,pipeline_raw,entities_raw,notes_raw,source_file,source_row,query_norm,query_id,intent,persona,observed_route_raw,observed_route,pipeline,pipeline_route
mech eng automation displacement risk,advisory,high,Government workforce analyst,llm_advisory,major:mechanical_engineering; attribute:automation_risk,Risk model,Data - Nimisha.csv,399,mech eng automation displacement risk,4c616df71a8d1144,advisory,government_workforce_analyst,high,high,llm_advisory,
data sci workforce oversupply metro areas,attribute_lookup,high,Government workforce analyst,filtered_search,major:data_science; attribute:regional_job_market,Geographic imbalance,Data - Nimisha.csv,400,data sci workforce oversupply metro areas,11dd63f8bdcd3027,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
civil eng infrastructure bill demand spike,attribute_lookup,high,Government workforce analyst,filtered_search,major:civil_engineering; attribute:public_infrastructure,Policy impact,Data - Nimisha.csv,401,civil eng infrastructure bill demand spike,2bd01ddef65d7857,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transfer cs credits lost?,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:credit_transfer,Concern over lost credits,Data - Nimisha.csv,402,transfer cs credits lost,d52ecfb01003bfd7,advisory,transfer_student,high,high,llm_advisory,
mech eng 2 yr to 4 yr worth?,advisory,high,Transfer student,llm_advisory,major:mechanical_engineering; attribute:degree_transfer,ROI question,Data - Nimisha.csv,403,mech eng 2 yr to 4 yr worth,f08b6bde2ea32500,advisory,transfer_student,high,high,llm_advisory,
intl student visa eng jobs,advisory,high,International student,llm_advisory,major:engineering; attribute:visa; career:employment,Immigration worry,Data - Nimisha.csv,406,intl student visa eng jobs,892735e9393870de,advisory,international_student,high,high,llm_advisory,
ai phd abroad worth?,advisory,high,International student,llm_advisory,degree:phd; field:ai; country:foreign,ROI + migration,Data - Nimisha.csv,407,ai phd abroad worth,eda337fba98a865a,advisory,international_student,high,high,llm_advisory,
career changer law 2 cs dumb?,emotional_advisory,high,Career changer,llm_advisory,prior_degree:law; major:computer_science,Anxiety about pivot,Data - Nimisha.csv,410,career changer law 2 cs dumb,63ff8751253ad471,emotional_advisory,career_changer,high,high,llm_advisory,
ai hires theory heavy prod light,advisory,high,Industry hiring manager,llm_advisory,field:artificial_intelligence; attribute:applied_experience,Skills mismatch,Data - Nimisha.csv,416,ai hires theory heavy prod light,f7cb264653d0d100,advisory,industry_hiring_manager,high,high,llm_advisory,
edtech build cs portfolio tool,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:portfolio_tool,Product idea,Data - Nimisha.csv,417,edtech build cs portfolio tool,38a4790159e77dcc,strategy,edtech_founder,high,high,llm_strategy,
eng lab sim software needed,strategy,high,EdTech founder,llm_strategy,major:engineering; attribute:simulation,Market research,Data - Nimisha.csv,418,eng lab sim software needed,27c3e3b8605ff03f,strategy,edtech_founder,high,high,llm_strategy,
data sci project platform ok?,strategy,high,EdTech founder,llm_strategy,major:data_science; attribute:project_based_learning,Feasibility,Data - Nimisha.csv,419,data sci project platform ok,a9eaa36b83e4c519,strategy,edtech_founder,high,high,llm_strategy,
eng scholar ROI measure,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; attribute:roi,Grant impact,Data - Nimisha.csv,422,eng scholar roi measure,ce356f8b1a42733b,advisory,scholarship_foundation_officer,high,high,llm_advisory,
cs low-income grad rates,attribute_lookup,high,Scholarship foundation officer,filtered_search,major:computer_science; attribute:graduation_rate,Outcome tracking,Data - Nimisha.csv,423,cs low-income grad rates,a75d2bf988f7337b,attribute_lookup,scholarship_foundation_officer,high,high,filtered_search,
women mech eng impact?,advisory,high,Scholarship foundation officer,llm_advisory,major:mechanical_engineering; attribute:gender_equity,Inclusion metric,Data - Nimisha.csv,424,women mech eng impact,cfe9ce816f561477,advisory,scholarship_foundation_officer,high,high,llm_advisory,
rural tech students help,advisory,high,Scholarship foundation officer,llm_advisory,field:technology; attribute:rural_access,Equity,Data - Nimisha.csv,425,rural tech students help,fef1b48fba57d9f0,advisory,scholarship_foundation_officer,high,high,llm_advisory,
eng shortage 2035 region,forecast,high,Government workforce analyst,filtered_search,major:engineering; attribute:regional_demand,Projection,Data - Nimisha.csv,427,eng shortage 2035 region,fab35bd36da502da,forecast,government_workforce_analyst,high,high,filtered_search,
cs labor market cycle,attribute_lookup,high,Government workforce analyst,filtered_search,major:computer_science; attribute:job_trends,Trend,Data - Nimisha.csv,428,cs labor market cycle,544d66075d2991aa,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
mech eng automation risk,advisory,high,Government workforce analyst,llm_advisory,major:mechanical_engineering; attribute:automation,Workforce risk,Data - Nimisha.csv,429,mech eng automation risk,39f0f5616bbf698d,advisory,government_workforce_analyst,high,high,llm_advisory,
data sci oversupply cities,attribute_lookup,high,Government workforce analyst,filtered_search,major:data_science; attribute:regional_job_market,Geographic imbalance,Data - Nimisha.csv,430,data sci oversupply cities,20bcf716eade4d4b,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
civil eng infra bill spike,attribute_lookup,high,Government workforce analyst,filtered_search,major:civil_engineering; attribute:public_infrastructure,Policy effect,Data - Nimisha.csv,431,civil eng infra bill spike,46de6dd51e0a9d86,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transfer student cs minor conflict,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:minor_conflict,Scheduling,Data - Nimisha.csv,432,transfer student cs minor conflict,ea3a72439684c804,advisory,transfer_student,high,high,llm_advisory,
intl student opt cap stress,emotional_advisory,high,International student,llm_advisory,major:computer_science; attribute:opt_limit,Visa stress,Data - Nimisha.csv,434,intl student opt cap stress,8c6b967fb1c4b431,emotional_advisory,international_student,high,high,llm_advisory,
career changer eng burnout,emotional_advisory,high,Career changer,llm_advisory,major:engineering,Stress,Data - Nimisha.csv,436,career changer eng burnout,31aaeb3f6d05cde6,emotional_advisory,career_changer,high,high,llm_advisory,
edtech product students like?,strategy,high,EdTech founder,llm_strategy,attribute:student_engagement; product:edtech_platform,Adoption,Data - Nimisha.csv,439,edtech product students like,76f8f19a1fb3f3dc,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer measure impact,advisory,high,Scholarship foundation officer,llm_advisory,attribute:program_efficacy,Evaluation,Data - Nimisha.csv,440,scholarship officer measure impact,5b4c124cd9d36fa4,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst cs grad shortage,forecast,high,Government workforce analyst,filtered_search,major:computer_science; attribute:shortage,Supply-demand,Data - Nimisha.csv,441,gov analyst cs grad shortage,906ac5c3c8779b76,forecast,government_workforce_analyst,high,high,filtered_search,
transfer student eng prereq gap,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:prerequisites,Course mapping,Data - Nimisha.csv,442,transfer student eng prereq gap,b8ca6304c7b9fcc2,advisory,transfer_student,high,high,llm_advisory,
cc student transfer GPA low,emotional_advisory,high,Community college student,llm_advisory,major:computer_science; attribute:gpa,Stress,Data - Nimisha.csv,443,cc student transfer gpa low,77563426822d0f01,emotional_advisory,community_college_student,high,high,llm_advisory,
grad applicant phd admit low,emotional_advisory,high,Graduate applicant,llm_advisory,degree:phd; major:mechanical_engineering,Anxiety,Data - Nimisha.csv,445,grad applicant phd admit low,27127f6f7175f83a,emotional_advisory,graduate_applicant,high,high,llm_advisory,
scholarship officer rural student impact,advisory,high,Scholarship foundation officer,llm_advisory,attribute:accessibility; location:rural,Outcome,Data - Nimisha.csv,450,scholarship officer rural student impact,6081de987a5f3838,advisory,scholarship_foundation_officer,high,high,llm_advisory,
government analyst mech eng pay trends,attribute_lookup,high,Government workforce analyst,filtered_search,major:mechanical_engineering; attribute:salary,Compensation,Data - Nimisha.csv,451,government analyst mech eng pay trends,b04825363b93665a,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transf cs cred lost univ?,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:credit_transfer,Concern about credit transfer,Data - Nimisha.csv,452,transf cs cred lost univ,652802ebcb88052c,advisory,transfer_student,high,high,llm_advisory,
intl eng grad visa stresser,emotional_advisory,high,International student,llm_advisory,major:engineering; attribute:visa,Visa anxiety,Data - Nimisha.csv,454,intl eng grad visa stresser,d4a0605c77f770a1,emotional_advisory,international_student,high,high,llm_advisory,
career change mech2cs risk,advisory,high,Career changer,llm_advisory,major:mechanical_engineering; major:computer_science,Pivot risk,Data - Nimisha.csv,456,career change mech2cs risk,31cff12c9981dc5b,advisory,career_changer,high,high,llm_advisory,
edtech build ai bootcamp,strategy,high,EdTech founder,llm_strategy,field:artificial_intelligence; attribute:bootcamp,Product idea,Data - Nimisha.csv,459,edtech build ai bootcamp,97981feafbe26568,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural cs poor,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; location:rural,Access issue,Data - Nimisha.csv,460,scholarship officer rural cs poor,8a225e0e7876ce9a,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst eng jobs gap,forecast,high,Government workforce analyst,filtered_search,major:engineering; attribute:job_gap,Workforce projection,Data - Nimisha.csv,461,gov analyst eng jobs gap,b234c908234920d4,forecast,government_workforce_analyst,high,high,filtered_search,
transf aero prereq clash,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Course clash,Data - Nimisha.csv,462,transf aero prereq clash,e151f82bd9b60624,advisory,transfer_student,high,high,llm_advisory,
intl cs opt cap fear,emotional_advisory,high,International student,llm_advisory,major:computer_science; attribute:opt_limit,Visa stress,Data - Nimisha.csv,464,intl cs opt cap fear,f8daf1086b0beebc,emotional_advisory,international_student,high,high,llm_advisory,
grad mech phd vs industry,comparison,high,Graduate applicant,llm_advisory,major:mechanical_engineering; degree:phd,Career path choice,Data - Nimisha.csv,465,grad mech phd vs industry,6addf2ae29ddea85,comparison,graduate_applicant,high,high,llm_advisory,
career switch law2ai?,emotional_advisory,high,Career changer,llm_advisory,prior_degree:law; major:ai,Anxiety over pivot,Data - Nimisha.csv,466,career switch law2ai,d0222cad943726c1,emotional_advisory,career_changer,high,high,llm_advisory,
hiring mgr ai grads theory > practice,advisory,high,Industry hiring manager,llm_advisory,field:ai; attribute:applied,Practical experience lacking,Data - Nimisha.csv,468,hiring mgr ai grads theory > practice,91001194bb5b962a,advisory,industry_hiring_manager,high,high,llm_advisory,
scholarship fund impact measure,advisory,high,Scholarship foundation officer,llm_advisory,attribute:impact,Program assessment,Data - Nimisha.csv,470,scholarship fund impact measure,7ca6901c2e2d95f7,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst cs shortage midwest,forecast,high,Government workforce analyst,filtered_search,major:computer_science; region:midwest,Supply-demand,Data - Nimisha.csv,471,gov analyst cs shortage midwest,edc7c566894074c7,forecast,government_workforce_analyst,high,high,filtered_search,
transf eng course mismatch,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:prerequisites,Transfer gap,Data - Nimisha.csv,472,transf eng course mismatch,f5e231b93b339d73,advisory,transfer_student,high,high,llm_advisory,
career changer late 30s learn cs,emotional_advisory,high,Career changer,llm_advisory,major:computer_science; age:30s,Age anxiety,Data - Nimisha.csv,476,career changer late 30s learn cs,7255f71b0b5cd5a9,emotional_advisory,career_changer,high,high,llm_advisory,
edtech ai ethics course need,strategy,high,EdTech founder,llm_strategy,specialization:ai_ethics; field:ai,Trend product,Data - Nimisha.csv,479,edtech ai ethics course need,63a45b33cc0ada12,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer women eng support,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; attribute:gender_equity,Equity measure,Data - Nimisha.csv,480,scholarship officer women eng support,a63cc77517535253,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst civil infra bill 2030,forecast,high,Government workforce analyst,filtered_search,major:civil_engineering; attribute:policy_impact,Workforce need,Data - Nimisha.csv,481,gov analyst civil infra bill 2030,04ba2ebc49ea9615,forecast,government_workforce_analyst,high,high,filtered_search,
transf cs minor clash,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:minor_conflict,Scheduling,Data - Nimisha.csv,482,transf cs minor clash,193f8405f6e2cd5c,advisory,transfer_student,high,high,llm_advisory,
scholarship fund rural cs support,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; attribute:rural_access,Inclusion,Data - Nimisha.csv,490,scholarship fund rural cs support,07c46e2db38189fe,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst eng pay trend,attribute_lookup,high,Government workforce analyst,filtered_search,major:engineering; attribute:salary,Compensation trends,Data - Nimisha.csv,491,gov analyst eng pay trend,6554da882a196f3a,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transf aero prereq missing,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Gap concern,Data - Nimisha.csv,492,transf aero prereq missing,c48c232f5820043d,advisory,transfer_student,high,high,llm_advisory,
intl student stem OPT stress,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Visa anxiety,Data - Nimisha.csv,494,intl student stem opt stress,c04f6777b8c726e5,emotional_advisory,international_student,high,high,llm_advisory,
career changer late 20s phd risk,advisory,high,Career changer,llm_advisory,age:late_20s; degree:phd,Career timing risk,Data - Nimisha.csv,496,career changer late 20s phd risk,32d9cbd75c3369d0,advisory,career_changer,high,high,llm_advisory,
edtech founder project-based CS tool,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Product design,Data - Nimisha.csv,499,edtech founder project-based cs tool,f066b4cf363d2cf9,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer undergrad outcomes,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:outcomes,Program effectiveness,Data - Nimisha.csv,500,scholarship officer undergrad outcomes,632312baa3abb6fc,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst AI grads oversupply,attribute_lookup,high,Government workforce analyst,filtered_search,field:AI; attribute:job_market,Supply-demand check,Data - Nimisha.csv,501,gov analyst ai grads oversupply,97aac552849e5e19,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transf CS prereq fail,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:prerequisites,Transfer risk,Data - Nimisha.csv,502,transf cs prereq fail,9de741977e03b584,advisory,transfer_student,high,high,llm_advisory,
grad applicant AI thesis risk,advisory,high,Graduate applicant,llm_advisory,field:AI; degree:masters,Thesis worry,Data - Nimisha.csv,505,grad applicant ai thesis risk,4bb6e658715825bd,advisory,graduate_applicant,high,high,llm_advisory,
edtech founder lab sim software,strategy,high,EdTech founder,llm_strategy,major:engineering; attribute:lab_sim,Market opportunity,Data - Nimisha.csv,509,edtech founder lab sim software,e97f4ee8d7c638fa,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer women STEM,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; attribute:gender_equity,Equity focus,Data - Nimisha.csv,510,scholarship officer women stem,62370750ebf7035d,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst civil eng infra jobs,forecast,high,Government workforce analyst,filtered_search,major:civil_engineering; attribute:policy_demand,Future demand,Data - Nimisha.csv,511,gov analyst civil eng infra jobs,59532831b1cbd7c2,forecast,government_workforce_analyst,high,high,filtered_search,
career switch law2cs viable?,advisory,high,Career changer,llm_advisory,prior_degree:law; major:computer_science,Pivot feasibility,Data - Nimisha.csv,516,career switch law2cs viable,f8013a5cb5c1cb9d,advisory,career_changer,high,high,llm_advisory,
edtech founder cs bootcamp tool,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:bootcamp,Product idea,Data - Nimisha.csv,519,edtech founder cs bootcamp tool,f77b2cafddd68d31,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural eng low grad,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; attribute:graduation_rate; location:rural,Outcomes concern,Data - Nimisha.csv,520,scholarship officer rural eng low grad,380639bd92c474ab,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst data sci oversupply,forecast,high,Government workforce analyst,filtered_search,major:data_science; attribute:job_market,Supply-demand issue,Data - Nimisha.csv,521,gov analyst data sci oversupply,2ea9ecea199712f8,forecast,government_workforce_analyst,high,high,filtered_search,
transf aero class missing prereq,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Course mismatch,Data - Nimisha.csv,522,transf aero class missing prereq,cf7c71eed31f4ac2,advisory,transfer_student,high,high,llm_advisory,
intl cs OPT stress,emotional_advisory,high,International student,llm_advisory,major:computer_science; attribute:opt,Visa stress,Data - Nimisha.csv,524,intl cs opt stress,5f140bc054577e32,emotional_advisory,international_student,high,high,llm_advisory,
career changer late 30s cs,emotional_advisory,high,Career changer,llm_advisory,major:computer_science; age:30s,Age worry,Data - Nimisha.csv,526,career changer late 30s cs,757c6a3778992c74,emotional_advisory,career_changer,high,high,llm_advisory,
edtech microlearning mech tool,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:microlearning,Product design,Data - Nimisha.csv,529,edtech microlearning mech tool,357dca88350bd157,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer women cs,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; attribute:gender_equity,Equity focus,Data - Nimisha.csv,530,scholarship officer women cs,b9706a229bc644cd,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst eng shortage region,forecast,high,Government workforce analyst,filtered_search,major:engineering; attribute:shortage; region:specified,Workforce prediction,Data - Nimisha.csv,531,gov analyst eng shortage region,de7376d1e5db7520,forecast,government_workforce_analyst,high,high,filtered_search,
transf cs minor conflict?,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:minor_conflict,Scheduling,Data - Nimisha.csv,532,transf cs minor conflict,13d67e170e565370,advisory,transfer_student,high,high,llm_advisory,
edtech founder ai ethics course,strategy,high,EdTech founder,llm_strategy,specialization:ai_ethics; field:ai,Product trend,Data - Nimisha.csv,539,edtech founder ai ethics course,af825319174f5514,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural STEM,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; location:rural,Equity,Data - Nimisha.csv,540,scholarship officer rural stem,c81bc799057b57df,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst civil eng infra,attribute_lookup,high,Government workforce analyst,filtered_search,major:civil_engineering; attribute:infrastructure,Workforce trend,Data - Nimisha.csv,541,gov analyst civil eng infra,3aa99bcfe2961609,attribute_lookup,government_workforce_analyst,high,high,filtered_search,
transf eng credits lost?,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:credit_transfer,Credit loss,Data - Nimisha.csv,542,transf eng credits lost,87fe5d534ff82f47,advisory,transfer_student,high,high,llm_advisory,
edtech founder mech VR lab,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:VR_labs,Innovation,Data - Nimisha.csv,549,edtech founder mech vr lab,135b65f72ea2f55c,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer women eng,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; attribute:gender_equity,Diversity focus,Data - Nimisha.csv,550,scholarship officer women eng,3643468a075b255f,advisory,scholarship_foundation_officer,high,high,llm_advisory,
gov analyst AI grads shortage,forecast,high,Government workforce analyst,filtered_search,field:AI; attribute:job_market,Supply-demand,Data - Nimisha.csv,551,gov analyst ai grads shortage,cdae540549cd506b,forecast,government_workforce_analyst,high,high,filtered_search,
transf aero prereq missing,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Gap,Data - Nimisha.csv,552,transf aero prereq missing,c48c232f5820043d,advisory,transfer_student,high,high,llm_advisory,
intl student OPT panic,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Visa stress,Data - Nimisha.csv,554,intl student opt panic,75ff7dd33c3bb256,emotional_advisory,international_student,high,high,llm_advisory,
career change late 20s phd,advisory,high,Career changer,llm_advisory,age:late_20s; degree:phd,Timing risk,Data - Nimisha.csv,556,career change late 20s phd,ce90bac1058c85d0,advisory,career_changer,high,high,llm_advisory,
edtech founder cs project tool,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Product idea,Data - Nimisha.csv,559,edtech founder cs project tool,5ebc8c5a87f72a85,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer undergrad outcomes,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:outcomes,Program evaluation,Data - Nimisha.csv,560,scholarship officer undergrad outcomes,632312baa3abb6fc,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf eng lab miss?,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:lab_access,Missing lab concern,Data - Nimisha.csv,561,transf eng lab miss,4a3f3e402a1e3e14,advisory,transfer_student,high,high,llm_advisory,
intl cs visa OPT?,emotional_advisory,high,International student,llm_advisory,major:computer_science; attribute:visa_opt,Visa/OPT stress,Data - Nimisha.csv,563,intl cs visa opt,b6edd38bca3ffb40,emotional_advisory,international_student,high,high,llm_advisory,
career switch law2data ok?,advisory,high,Career changer,llm_advisory,prior_degree:law; major:data_science,Pivot feasibility,Data - Nimisha.csv,565,career switch law2data ok,fee32c03b15c83da,advisory,career_changer,high,high,llm_advisory,
edtech founder microlearn AI,strategy,high,EdTech founder,llm_strategy,field:AI; attribute:microlearning,Product idea,Data - Nimisha.csv,568,edtech founder microlearn ai,6af30ed78c99ae3a,strategy,edtech_founder,high,high,llm_strategy,
scholarship fund STEM women,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; attribute:gender_equity,Equity program,Data - Nimisha.csv,569,scholarship fund stem women,abaed4deafd8dd7c,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf CS minor conflict,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:minor_conflict,Schedule conflict,Data - Nimisha.csv,570,transf cs minor conflict,13d67e170e565370,advisory,transfer_student,high,high,llm_advisory,
grad appl Mech vs industry,comparison,high,Graduate applicant,llm_advisory,major:mechanical_engineering; degree:masters,Career path decision,Data - Nimisha.csv,573,grad appl mech vs industry,9da2eb023f357c4e,comparison,graduate_applicant,high,high,llm_advisory,
career switch teach2CS risk,emotional_advisory,high,Career changer,llm_advisory,prior_profession:teaching; major:computer_science,Anxiety about pivot,Data - Nimisha.csv,574,career switch teach2cs risk,c92fb3c81e6e8dc6,emotional_advisory,career_changer,high,high,llm_advisory,
hiring mgr AI grads theory > prac,advisory,high,Industry hiring manager,llm_advisory,major:AI; attribute:applied,Applied skill concern,Data - Nimisha.csv,576,hiring mgr ai grads theory > prac,5a0e27a629e7902b,advisory,industry_hiring_manager,high,high,llm_advisory,
scholarship officer rural eng,advisory,high,Scholarship foundation officer,llm_advisory,major:engineering; location:rural,Access equity,Data - Nimisha.csv,578,scholarship officer rural eng,afa9e52e404c91ae,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf Aero prereq fail,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Course mismatch,Data - Nimisha.csv,579,transf aero prereq fail,266b1e4704dc76b3,advisory,transfer_student,high,high,llm_advisory,
intl student STEM OPT panic,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Visa stress,Data - Nimisha.csv,581,intl student stem opt panic,9586f15182c62d37,emotional_advisory,international_student,high,high,llm_advisory,
career change late 30s CS,emotional_advisory,high,Career changer,llm_advisory,major:computer_science; age:30s,Age anxiety,Data - Nimisha.csv,583,career change late 30s cs,2de0708a7aacc09f,emotional_advisory,career_changer,high,high,llm_advisory,
edtech founder project CS,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based,Product concept,Data - Nimisha.csv,586,edtech founder project cs,2c7d64e6392ad1b4,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer undergrad outcomes,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:outcomes,Program evaluation,Data - Nimisha.csv,587,scholarship officer undergrad outcomes,632312baa3abb6fc,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf Eng class conflict,advisory,high,Transfer student,llm_advisory,major:engineering; attribute:class_schedule,Scheduling conflict,Data - Nimisha.csv,588,transf eng class conflict,396837918f5f5890,advisory,transfer_student,high,high,llm_advisory,
edtech founder microlearning mech,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:microlearning,Product concept,Data - Nimisha.csv,595,edtech founder microlearning mech,a1e690375a1c4dba,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer women STEM rural,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; location:rural,Equity measure,Data - Nimisha.csv,596,scholarship officer women stem rural,9a2d74afff184329,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf CS prereq missing,advisory,high,Transfer student,llm_advisory,major:computer_science; attribute:prerequisites,Course gap,Data - Nimisha.csv,597,transf cs prereq missing,36f8b29442be468a,advisory,transfer_student,high,high,llm_advisory,
career switch late 20s phd,advisory,high,Career changer,llm_advisory,age:late_20s; degree:phd,Timing concern,Data - Nimisha.csv,601,career switch late 20s phd,9d93ce71c59233e4,advisory,career_changer,high,high,llm_advisory,
hiring mgr AI grads applied weak,advisory,high,Industry hiring manager,llm_advisory,major:AI; attribute:applied,Practical gap,Data - Nimisha.csv,603,hiring mgr ai grads applied weak,202d1f805744ab63,advisory,industry_hiring_manager,high,high,llm_advisory,
edtech founder VR lab mech,strategy,high,EdTech founder,llm_strategy,major:mechanical_engineering; attribute:VR_labs,Innovation,Data - Nimisha.csv,604,edtech founder vr lab mech,66ae6ac6c491f903,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural CS,advisory,high,Scholarship foundation officer,llm_advisory,major:computer_science; location:rural,Access concern,Data - Nimisha.csv,605,scholarship officer rural cs,3bcf503accea20bf,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf Aero prereq missing,advisory,high,Transfer student,llm_advisory,major:aerospace_engineering; attribute:prerequisites,Scheduling,Data - Nimisha.csv,606,transf aero prereq missing,c48c232f5820043d,advisory,transfer_student,high,high,llm_advisory,
intl student OPT panic,emotional_advisory,high,International student,llm_advisory,major:STEM; attribute:opt,Stress,Data - Nimisha.csv,608,intl student opt panic,75ff7dd33c3bb256,emotional_advisory,international_student,high,high,llm_advisory,
edtech founder project CS lab,strategy,high,EdTech founder,llm_strategy,major:computer_science; attribute:project_based_learning,Product idea,Data - Nimisha.csv,613,edtech founder project cs lab,d48ec7b0c324078b,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer undergrad success,advisory,high,Scholarship foundation officer,llm_advisory,degree:undergraduate; attribute:success_rate,Program evaluation,Data - Nimisha.csv,614,scholarship officer undergrad success,3ae0c5ffa4c31ef4,advisory,scholarship_foundation_officer,high,high,llm_advisory,
intl mech eng coop visa?,advisory,high,International student,llm_advisory,major:mechanical_engineering; attribute:coop; visa:required,Internship visa question,Data - Nimisha.csv,617,intl mech eng coop visa,603fe219789e6589,advisory,international_student,high,high,llm_advisory,
edtech founder math app cc,strategy,high,EdTech founder,llm_strategy,major:mathematics; audience:community_college,Product idea,Data - Nimisha.csv,622,edtech founder math app cc,3f8a5cbf46e62434,strategy,edtech_founder,high,high,llm_strategy,
scholarship officer rural STEM gap,advisory,high,Scholarship foundation officer,llm_advisory,major:STEM; location:rural,Equity program,Data - Nimisha.csv,623,scholarship officer rural stem gap,cc5dd246ddcd48fb,advisory,scholarship_foundation_officer,high,high,llm_advisory,
transf bio prereq confict?,advisory,high,Transfer student,llm_advisory,major:biology; attribute:prerequisites,Course mismatch,Data - Nimisha.csv,624,transf bio prereq confict,76987b299f054b4f,advisory,transfer_student,high,high,llm_advisory,
edtech founder remote STEM lab,strategy,high,EdTech founder,llm_strategy,major:STEM; attribute:remote_lab,Product development,Data - Nimisha.csv,631,edtech founder remote stem lab,e31758c47b14485b,strategy,edtech_founder,high,high,llm_strategy,
