query_id,query_text,query_norm,route,resolution_method,resolution_confidence,resolution_note,suggested_route,suggested_confidence,row_count,observed_routes,observed_valid_routes,observed_pipeline_routes,canonical_intent,persona_hint,observed_intents,observed_personas,source_files,source_rows
b539a986812b6c1c,Arizona State tuition vs Harvard tuition,arizona state tuition vs harvard tuition,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,college_student,comparison:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1326
44da8aff9c7d86e5,Arizona State tuition vs UT Austin tuition,arizona state tuition vs ut austin tuition,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,college_student,comparison:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:689
49c95f8b4c3e228b,Arizona State vs Brown for engineering,arizona state vs brown for engineering,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,college_student,comparison:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:4092
f7d0d6affbc84ede,Arizona State vs Caltech for psychology,arizona state vs caltech for psychology,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,parent,comparison:1,parent:1,Data - Shivansh.csv,Data - Shivansh.csv:3862
dc36c1618d8be59b,Arizona State vs Harvard for biology,arizona state vs harvard for biology,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,counselor_teacher,comparison:1,counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:3584
3a122ce97ae8b96d,arizona state vs oregon state,arizona state vs oregon state,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,complex:1,comparison,high_school_student,comparison:1,high_school_student:1,Data - Anika.csv,Data - Anika.csv:426
01c4c9515f551f56,Arizona State vs UCLA for economics,arizona state vs ucla for economics,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,advisor,comparison:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:3133
428ad9395507837a,Arizona State vs USC for economics,arizona state vs usc for economics,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,high_school_student,comparison:1,high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1513
0755ac31e31575cf,arizona vs arizona state alumni outcomes,arizona vs arizona state alumni outcomes,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,complex:1,comparison,advisor,comparison:1,advisor:1,Data - Anika.csv,Data - Anika.csv:947
87216f79e8bd60de,"as a parent, I am concerned about academic advising quality and student wellbeing, what should we prioritize","as a parent, i am concerned about academic advising quality and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:956|Data - Edward.csv:1016|Data - Edward.csv:1076|Data - Edward.csv:1136|Data - Edward.csv:1196
e45b7801e96a7423,"as a parent, I am concerned about campus culture and inclusion and student wellbeing, what should we prioritize","as a parent, i am concerned about campus culture and inclusion and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:968|Data - Edward.csv:1028|Data - Edward.csv:1088|Data - Edward.csv:1148|Data - Edward.csv:1208
3cea906b165c6582,"as a parent, I am concerned about campus safety programs and student wellbeing, what should we prioritize","as a parent, i am concerned about campus safety programs and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:932|Data - Edward.csv:992|Data - Edward.csv:1052|Data - Edward.csv:1112|Data - Edward.csv:1172
a142b7b93541152a,"as a parent, I am concerned about communication with families and student wellbeing, what should we prioritize","as a parent, i am concerned about communication with families and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:920|Data - Edward.csv:980|Data - Edward.csv:1040|Data - Edward.csv:1100|Data - Edward.csv:1160
ceb0c0695e6feb86,"as a parent, I am concerned about financial aid transparency and student wellbeing, what should we prioritize","as a parent, i am concerned about financial aid transparency and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:914|Data - Edward.csv:974|Data - Edward.csv:1034|Data - Edward.csv:1094|Data - Edward.csv:1154
bbf0338e2fd0f16e,"as a parent, I am concerned about health services access and student wellbeing, what should we prioritize","as a parent, i am concerned about health services access and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:962|Data - Edward.csv:1022|Data - Edward.csv:1082|Data - Edward.csv:1142|Data - Edward.csv:1202
020d27e2dd5e4d54,"as a parent, I am concerned about internship placement support and student wellbeing, what should we prioritize","as a parent, i am concerned about internship placement support and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:938|Data - Edward.csv:998|Data - Edward.csv:1058|Data - Edward.csv:1118|Data - Edward.csv:1178
459eaa1ce5c12f9c,"as a parent, I am concerned about parent orientation resources and student wellbeing, what should we prioritize","as a parent, i am concerned about parent orientation resources and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:950|Data - Edward.csv:1010|Data - Edward.csv:1070|Data - Edward.csv:1130|Data - Edward.csv:1190
22efb234d5811db5,"as a parent, I am concerned about retention rates and student wellbeing, what should we prioritize","as a parent, i am concerned about retention rates and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:944|Data - Edward.csv:1004|Data - Edward.csv:1064|Data - Edward.csv:1124|Data - Edward.csv:1184
1e26b14aa9190573,"as a parent, I am concerned about student debt management and student wellbeing, what should we prioritize","as a parent, i am concerned about student debt management and student wellbeing, what should we prioritize",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,parent,emotional_advisory:5,parent:5,Data - Edward.csv,Data - Edward.csv:926|Data - Edward.csv:986|Data - Edward.csv:1046|Data - Edward.csv:1106|Data - Edward.csv:1166
49495c1d48853779,"as a teacher, how can I guide students about admissions essay expectations and realistic college choices","as a teacher, how can i guide students about admissions essay expectations and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1261|Data - Edward.csv:1321|Data - Edward.csv:1381|Data - Edward.csv:1441|Data - Edward.csv:1501
2634e71d0b0bc049,"as a teacher, how can I guide students about dual enrollment pathways and realistic college choices","as a teacher, how can i guide students about dual enrollment pathways and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1243|Data - Edward.csv:1303|Data - Edward.csv:1363|Data - Edward.csv:1423|Data - Edward.csv:1483
c114a938ff3fef8b,"as a teacher, how can I guide students about ELL student resources and realistic college choices","as a teacher, how can i guide students about ell student resources and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1237|Data - Edward.csv:1297|Data - Edward.csv:1357|Data - Edward.csv:1417|Data - Edward.csv:1477
fe34182fb6a8cbda,"as a teacher, how can I guide students about humanities program strengths and realistic college choices","as a teacher, how can i guide students about humanities program strengths and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1225|Data - Edward.csv:1285|Data - Edward.csv:1345|Data - Edward.csv:1405|Data - Edward.csv:1465
47cd418791f68730,"as a teacher, how can I guide students about merit scholarship criteria and realistic college choices","as a teacher, how can i guide students about merit scholarship criteria and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1267|Data - Edward.csv:1327|Data - Edward.csv:1387|Data - Edward.csv:1447|Data - Edward.csv:1507
a0a59a4552185417,"as a teacher, how can I guide students about portfolio-based admissions and realistic college choices","as a teacher, how can i guide students about portfolio-based admissions and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1273|Data - Edward.csv:1333|Data - Edward.csv:1393|Data - Edward.csv:1453|Data - Edward.csv:1513
3503bdbc09c00f14,"as a teacher, how can I guide students about research mentoring and realistic college choices","as a teacher, how can i guide students about research mentoring and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1231|Data - Edward.csv:1291|Data - Edward.csv:1351|Data - Edward.csv:1411|Data - Edward.csv:1471
36272b3dc294c549,"as a teacher, how can I guide students about service learning opportunities and realistic college choices","as a teacher, how can i guide students about service learning opportunities and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1279|Data - Edward.csv:1339|Data - Edward.csv:1399|Data - Edward.csv:1459|Data - Edward.csv:1519
f5682360012501a9,"as a teacher, how can I guide students about teacher education programs and realistic college choices","as a teacher, how can i guide students about teacher education programs and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1255|Data - Edward.csv:1315|Data - Edward.csv:1375|Data - Edward.csv:1435|Data - Edward.csv:1495
fe796294981e6125,"as a teacher, how can I guide students about writing support centers and realistic college choices","as a teacher, how can i guide students about writing support centers and realistic college choices",llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,llm_needed:5,llm_needed:5,,emotional_advisory,teacher,emotional_advisory:5,teacher:5,Data - Edward.csv,Data - Edward.csv:1249|Data - Edward.csv:1309|Data - Edward.csv:1369|Data - Edward.csv:1429|Data - Edward.csv:1489
91d26b6cbfdfd479,attract more women to tech aplicants,attract more women to tech aplicants,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,high:1,,,strategy,college_admissions_officer,strategy:1,college_admissions_officer:1,Data - Nimisha.csv,Data - Nimisha.csv:235
2608e2cbf4326857,attract startup minded cs studnts,attract startup minded cs studnts,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,strategy,college_admissions_officer,strategy:1,college_admissions_officer:1,Data - Nimisha.csv,Data - Nimisha.csv:241
bb3e4dff06624833,attracting startup minded cs students,attracting startup minded cs students,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,strategy,college_admissions_officer,strategy:1,college_admissions_officer:1,Data - Nimisha.csv,Data - Nimisha.csv:170
4ce07b2837dd4c6c,average ACT for Duke,average act for duke,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,advisor,attribute_lookup:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:1460
d0deab03690ea8f6,average ACT for Georgia Tech,average act for georgia tech,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,college_student,attribute_lookup:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:672
f646111d4fcca3ce,average ACT for Penn State,average act for penn state,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,advisor,attribute_lookup:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:3844
1a0b27b2af582f71,average ACT for Stanford,average act for stanford,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,college_student,attribute_lookup:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:3423
d1dbdb9fd71c6b6e,average ACT for UC Berkeley,average act for uc berkeley,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,college_student,attribute_lookup:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:2596
de5eaa78ca765e48,average debt after graduation for usc,average debt after graduation for usc,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,parent,attribute_lookup:1,parent:1,Data Anthony.csv,Data Anthony.csv:312
f5eb266064aade91,average debt load after graduating from public flagship universities,average debt load after graduating from public flagship universities,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,parent,attribute_lookup:1,parent:1,Data Anthony.csv,Data Anthony.csv:596
4ecd815b14f5c494,average gpa at selective colleges,average gpa at selective colleges,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,counselor_teacher,attribute_lookup:1,counselor_teacher:1,Data - Anika.csv,Data - Anika.csv:152
35c8d2f87401261d,average SAT for Duke,average sat for duke,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,advisor,attribute_lookup:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:1115
d44e6baad8568bcf,average SAT for NYU,average sat for nyu,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,advisor,attribute_lookup:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:1223
dca53c48fcee2451,average SAT for Penn State,average sat for penn state,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,high_school_student,attribute_lookup:1,high_school_student:1,Data Anthony.csv,Data Anthony.csv:24
f34b42eb9637e00c,average SAT for UCLA,average sat for ucla,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,short_circuit:1,attribute_lookup,counselor_teacher,attribute_lookup:1,counselor_teacher:1,Data - Anika.csv,Data - Anika.csv:32
5d973eb656ff8143,average SAT for University of Florida,average sat for university of florida,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,attribute_lookup,advisor,attribute_lookup:2,advisor:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:2772|Data - Shivansh.csv:3435
caf5975398f985a1,average SAT for Vanderbilt,average sat for vanderbilt,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,,attribute_lookup,advisor,attribute_lookup:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:326
996bf536bddbed05,average sat ranges for big ten schools,average sat ranges for big ten schools,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,counselor,filtered_search:1,counselor:1,Data Anthony.csv,Data Anthony.csv:341
d594bf9d4521e00d,average sat score ranges by tier,average sat score ranges by tier,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,attribute_lookup,counselor_teacher,attribute_lookup:1,counselor_teacher:1,Data - Anika.csv,Data - Anika.csv:272
08e7384824a453a6,balanced list strategy examples,balanced list strategy examples,medium,unanimous_observed,1.0,All valid historical route labels agree,,0.0,1,medium:1,medium:1,,guidance,counselor_teacher,guidance:1,counselor_teacher:1,Data - Anika.csv,Data - Anika.csv:154
bce3c1ea923559fa,balancing rigor and extracurricular load in engineering,balancing rigor and extracurricular load in engineering,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,advisory,counselor,advisory:1,counselor:1,Data - Nimisha.csv,Data - Nimisha.csv:158
9a34749e3ff76779,bard college,bard college,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,short_circuit:1,short_circuit:1,short_circuit:1,exact_lookup,college_student,exact_lookup:1,college_student:1,Data - Anika.csv,Data - Anika.csv:732
3261a315682fbe9f,bates vs skidmore academics,bates vs skidmore academics,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,complex:1,comparison,counselor_teacher,comparison:1,counselor_teacher:1,Data - Anika.csv,Data - Anika.csv:517
e5d1c55913b1bd40,benchmark our engineering program against peers,benchmark our engineering program against peers,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,colleges_b2b,comparison:1,colleges_b2b:1,Data - Nimisha.csv,Data - Nimisha.csv:42
335a14df6befa5ea,benchmarking against peer set,benchmarking against peer set,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,complex:1,comparison,college_b2b,comparison:1,college_b2b:1,Data - Anika.csv,Data - Anika.csv:175
8b642ad93b30e489,benchmarking our engineering admit yield against peer tech schools,benchmarking our engineering admit yield against peer tech schools,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,comparison,colleges_b2b,comparison:1,colleges_b2b:1,Data - Nimisha.csv,Data - Nimisha.csv:102
f9ca9d4630304243,berkeley vs ucla career outcomes,berkeley vs ucla career outcomes,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,complex:1,comparison,advisor,comparison:1,advisor:1,Data - Anika.csv,Data - Anika.csv:107
9d8a4d5c4fd54fb6,best activities for a college prep workshop with juniors,best activities for a college prep workshop with juniors,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,advisory,counselor,advisory:1,counselor:1,Data - Ridhi.csv,Data - Ridhi.csv:708
763cc8d79238c3ae,best aerospace engineering schools in Texas,best aerospace engineering schools in texas,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,counselor_teacher,filtered_search:1,counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:3666
3325dcee5549c8d7,best aerospace engineering schools in the Midwest,best aerospace engineering schools in the midwest,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,college_student,filtered_search:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:2516|Data - Shivansh.csv:2723
888b37dce011cbbc,best aerospace engineering schools in warm states,best aerospace engineering schools in warm states,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,college_student,filtered_search:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:2326
b88663e3df9c7989,best aerospace engineering schools near a tech hub,best aerospace engineering schools near a tech hub,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,parent,filtered_search:2,counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:2623|Data - Shivansh.csv:3726
cc7591bda5482fe7,best aerospace engineering schools near Chicago,best aerospace engineering schools near chicago,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,medium:3,medium:3,,filtered_search,advisor,filtered_search:3,advisor:1|counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1529|Data - Shivansh.csv:2760|Data - Shivansh.csv:4492
043addc9f33a1a42,best architecture schools in Texas,best architecture schools in texas,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,high_school_student,filtered_search:1,high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1015
4cd57c2146526ee0,best architecture schools in the Midwest,best architecture schools in the midwest,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,counselor_teacher,filtered_search:1,counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:2822
24add80398bb5d01,best architecture schools near Chicago,best architecture schools near chicago,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,advisor,filtered_search:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:2483
182644d7d9a8567b,best architecture schools on the East Coast,best architecture schools on the east coast,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,filtered_search,high_school_student,filtered_search:2,high_school_student:2,Data - Shivansh.csv,Data - Shivansh.csv:662|Data - Shivansh.csv:1452
8867c81aac82a5a3,best bang for buck engineering,best bang for buck engineering,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,multi_constraint,high_school_student,multi_constraint:1,high_school_student:1,Data Anthony.csv,Data Anthony.csv:218
f55d8880534f6c75,best biology schools in Texas,best biology schools in texas,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,advisor,filtered_search:2,advisor:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:3951|Data - Shivansh.csv:4258
7d5cceb5a6ab2be3,best biology schools in warm states,best biology schools in warm states,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,counselor_teacher,filtered_search:1,counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:3297
c112e1b1b962e220,best biology schools near the beach,best biology schools near the beach,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,college_student,filtered_search:2,college_student:2,Data - Shivansh.csv,Data - Shivansh.csv:2739|Data - Shivansh.csv:4124
e8984ad10e69b7b5,best business schools in California,best business schools in california,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,parent,filtered_search:2,counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:2680|Data - Shivansh.csv:2892
f3bdbada399a1db1,best business schools in Texas,best business schools in texas,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,high_school_student,filtered_search:1,high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1998
8db0ae960b7c9e48,best business schools in warm states,best business schools in warm states,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,college_student,filtered_search:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:141
6bcb5e8db7268ece,best business schools near a major tech hub,best business schools near a major tech hub,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,advisor,filtered_search:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:1129
25f03507203e60b1,best business schools near a tech hub,best business schools near a tech hub,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,advisor,filtered_search:1,advisor:1,Data - Shivansh.csv,Data - Shivansh.csv:3925
50f4d51e78a52fd1,best business schools not Florida,best business schools not florida,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,high_school_student,filtered_search:2,counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:588|Data - Shivansh.csv:2317
6a0259cb82186857,best business schools on the East Coast,best business schools on the east coast,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,college_student,filtered_search:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1008
fba902e6c3167108,best chemistry schools in California,best chemistry schools in california,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,counselor_teacher,filtered_search:1,counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:3463
8d71848d23350016,best chemistry schools in Texas,best chemistry schools in texas,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:2,medium:2,,filtered_search,parent,filtered_search:2,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:3699|Data - Shivansh.csv:3833
56c83739f4320584,best chemistry schools near the beach,best chemistry schools near the beach,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,college_student,filtered_search:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:3379
5935077aa111e55c,best chemistry schools not Florida,best chemistry schools not florida,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,college_student,filtered_search:1,college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1215
116a0cf4113f88f1,best coleges for cs,best coleges for cs,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,complex:1,complex:1,,rewrite_needed,high_school_student,rewrite_needed:1,high_school_student:1,Data Anthony.csv,Data Anthony.csv:119
19e3ea64c5285a2b,best colleges for a student interested in architecture,best colleges for a student interested in architecture,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,1,medium:1,medium:1,,filtered_search,parent,filtered_search:1,parent:1,Data Anthony.csv,Data Anthony.csv:625
