Query,Persona,Intent,Complexity,Entities,Route,Notes
when should I start applying for summer internships,college student,advisory,medium,"internship, application, timeline, summer",career_advising,career planning
what should a college student put on their resume,college student,advisory,medium,"resume, college student, content",career_advising,career planning
is LinkedIn actually important for college students,college student,advisory,medium,"LinkedIn, importance, college students",career_advising,career planning
how to cold email a company about internships,college student,advisory,medium,"cold email, internship, company",career_advising,career planning
what is a target company and how do I find mine,college student,advisory,complex,"target company, career, definition",career_advising,career planning
how to prepare for a case interview,college student,advisory,complex,"case interview, preparation",career_advising,career planning
what is the difference between an internship and a co-op,college student,factual,medium,"internship, co-op, difference",career_advising,career programs
how do career fairs actually work and are they worth going to,college student,advisory,medium,"career fair, how it works, worth it",career_advising,career planning
how to network as an introvert in college,college student,advisory,medium,"networking, introvert, college",career_advising,career planning
what does on-campus recruiting mean,college student,factual,medium,"on-campus recruiting, definition",career_advising,career programs
how to get a research position that pays,college student,advisory,medium,"paid research, position",undergraduate_research_advising,research access
is it okay to apply for a job senior year with no internships,college student,emotional_advisory,llm_needed,"job, senior year, no internship",career_advising,career planning
what is a return offer from an internship,college student,factual,short_circuit,"return offer, internship, definition",career_advising,career planning
best entry level jobs for political science majors,college student,advisory,medium,"entry level, political science, jobs",career_advising,career planning
how to negotiate a college job offer,college student,advisory,medium,"negotiate, job offer, college",career_advising,career planning
what certifications should a cs student get in college,college student,advisory,complex,"certifications, CS, college",career_advising,career planning
how to build a portfolio as an art student,college student,advisory,medium,"portfolio, art student",career_advising,career planning
what is an elevator pitch and how do I make one as a student,college student,advisory,medium,"elevator pitch, student, how to",career_advising,career planning
how do I get a job at a startup vs big company after college,college student,advisory,complex,"startup, big company, job, post-graduation",career_advising,career planning
how to budget as a college student,college student,advisory,medium,"budget, college student, money",student_finance_advising,financial planning
how to apply for FAFSA if your parents won't help,college student,advisory,complex,"FAFSA, parents, financial aid",financial_aid_advising,financial aid
can I appeal my financial aid package,college student,advisory,medium,"appeal, financial aid, package",financial_aid_advising,financial aid
what is a work study job,college student,factual,short_circuit,"work-study, definition, job",financial_aid_advising,financial aid
how to save money on textbooks in college,college student,advisory,medium,"textbooks, save money, college",student_finance_advising,cost reduction
is it worth taking out loans to go to a better school,college student,emotional_advisory,llm_needed,"loans, better school, decision",financial_aid_advising,financial planning
what is the average student loan debt after college,college student,factual,medium,"student loan, debt, average",student_finance_advising,financial info
how to find scholarships for current college students not just incoming freshmen,college student,advisory,complex,"scholarships, current students, financial aid",financial_aid_advising,financial aid
can I refinance student loans while still in school,college student,advisory,medium,"refinance, student loans, in school",student_finance_advising,financial planning
how to make money while in college without hurting grades,college student,advisory,medium,"make money, college, grades",student_finance_advising,financial planning
what is an income share agreement,college student,factual,medium,"income share agreement, definition",financial_aid_advising,financial aid
how much does it actually cost to live off campus,college student,advisory,medium,"off-campus, cost, living expenses",student_finance_advising,cost planning
what tax forms do college students need to file,college student,advisory,medium,"tax forms, college students",student_finance_advising,financial planning
how to get emergency financial aid from your college,college student,advisory,medium,"emergency financial aid, college",financial_aid_advising,financial aid
what happens to my financial aid if I drop a class,college student,advisory,medium,"financial aid, drop class, consequences",financial_aid_advising,financial aid
when should I start studying for the LSAT,college student,advisory,medium,"LSAT, study, timeline",test_prep_advising,test prep
how early should I study for the MCAT,college student,advisory,medium,"MCAT, study, timeline",test_prep_advising,test prep
what GRE score do I need for top grad schools,college student,advisory,medium,"GRE, score, grad school, requirement",test_prep_advising,test prep
is a masters degree worth it in computer science,college student,advisory,complex,"master's degree, computer science, worth it",grad_school_advising,grad school
how to get into a PhD program with a lower GPA,college student,advisory,complex,"PhD, lower GPA, admission",grad_school_advising,grad school
what is the difference between a PhD and professional degree,college student,factual,medium,"PhD, professional degree, difference",grad_school_advising,grad school
how to write a strong personal statement for grad school,college student,advisory,complex,"personal statement, grad school, writing",grad_school_advising,application prep
is it better to work first or go straight to grad school,college student,emotional_advisory,llm_needed,"work experience, grad school, decision",grad_school_advising,life planning
how to fund graduate school without loans,college student,advisory,complex,"graduate school, funding, no loans",grad_school_advising,financial planning
what is a gap year before grad school and is it a good idea,college student,advisory,medium,"gap year, grad school, decision",grad_school_advising,life planning
how do PhD stipends work,college student,factual,medium,"PhD stipend, definition",grad_school_advising,grad school
what is a research statement for grad school,college student,factual,medium,"research statement, grad school",grad_school_advising,application prep
can I apply to law school with any undergrad major,college student,factual,medium,"law school, undergrad major, admission",grad_school_advising,grad school
what is the difference between JD and LLM,college student,factual,medium,"JD, LLM, law degree, difference",grad_school_advising,grad school
is an MBA worth getting in your 20s,college student,advisory,complex,"MBA, 20s, worth it",grad_school_advising,grad school
how to deal with burnout in college,college student,emotional_advisory,llm_needed,"burnout, college, mental health",student_wellbeing_advising,wellbeing
what mental health resources are free for college students,college student,advisory,medium,"mental health, free resources, college",student_wellbeing_advising,mental health
how to sleep better during finals,college student,advisory,short_circuit,"sleep, finals, health",student_wellbeing_advising,wellbeing
how to manage anxiety about failing classes,college student,emotional_advisory,llm_needed,"anxiety, failing, classes",student_wellbeing_advising,mental health
what is imposter syndrome and how do I get over it,college student,emotional_advisory,llm_needed,"imposter syndrome, definition, overcome",student_wellbeing_advising,wellbeing
how to stay healthy when your dining hall food is bad,college student,advisory,medium,"healthy eating, dining hall, food",student_wellbeing_advising,health
how to find a therapist on a college student budget,college student,advisory,medium,"therapist, budget, college student",student_wellbeing_advising,mental health
does college health insurance cover therapy,college student,advisory,medium,"health insurance, therapy, coverage",student_wellbeing_advising,health insurance
how to exercise regularly with a busy college schedule,college student,advisory,medium,"exercise, schedule, college",student_wellbeing_advising,health
how to talk to your parents about struggling in college,college student,emotional_advisory,llm_needed,"parents, struggling, communication",student_wellbeing_advising,wellbeing
what laptop should I get for college as a cs major,college student,advisory,medium,"laptop, CS major, recommendation",college_prep_info,tech
what to actually pack for college dorms,college student,advisory,short_circuit,"packing, dorm, checklist",college_prep_info,dorm life
how to do laundry at college,college student,advisory,short_circuit,"laundry, college, how to",student_life_advising,practical life
what is a registrar in college,college student,factual,short_circuit,"registrar, definition, college",academic_policy_info,admin
how to dispute a parking ticket on campus,college student,advisory,short_circuit,"parking ticket, dispute, campus",campus_services_info,campus admin
what academic probation means and how to get off it,college student,advisory,medium,"academic probation, definition, recovery",academic_advising,academic policy
how to request an extension on an assignment,college student,advisory,short_circuit,"extension, assignment, request",academic_advising,academic success
what is a dean's list and how do I get on it,college student,factual,short_circuit,"dean's list, GPA, eligibility",academic_policy_info,academic achievement
how to find housing over winter break if dorms close,college student,advisory,medium,"housing, winter break, dorm closure",housing_advising,housing
what is Phi Beta Kappa and is it worth pursuing,college student,factual,medium,"Phi Beta Kappa, honor society, worth it",academic_program_info,academic achievement
how to find a good study group,college student,advisory,medium,"study group, finding, college",academic_advising,academic success
what are the best apps for college students,college student,advisory,medium,"apps, college students, productivity",student_life_advising,productivity
what is academic integrity and what counts as cheating,college student,factual,medium,"academic integrity, cheating, definition",academic_policy_info,academic policy
how to get course credit for an internship,college student,advisory,medium,"course credit, internship",academic_advising,credit transfer
how to make the most of a semester studying abroad,college student,advisory,complex,"study abroad, semester, tips",study_abroad_advising,study abroad
how to deal with culture shock studying abroad,college student,emotional_advisory,llm_needed,"culture shock, study abroad",study_abroad_advising,study abroad
what is ROTC and is it right for me,college student,advisory,medium,"ROTC, military, college program",academic_program_info,military options
how to become an RA in college,college student,advisory,medium,"RA, resident advisor, how to",student_life_advising,campus employment
what is a student ombudsman,college student,factual,short_circuit,"student ombudsman, definition",campus_services_info,campus admin
how to transfer to a different college after freshman year,college student,advisory,complex,"transfer, different college, freshman year",transfer_advising,transfer process
what are honors housing programs,college student,advisory,medium,"honors housing, definition",housing_advising,housing
how to find paid on-campus research opportunities,college student,advisory,medium,"paid research, on-campus",undergraduate_research_advising,research access
what is an accelerated bachelor master program,college student,factual,medium,"accelerated bachelor master, definition",academic_program_info,degree programs
how to get into a competitive major once you're already enrolled,college student,advisory,complex,"competitive major, admission, enrolled",major_change_advising,major admission
is it normal to not know what you want to do with your life in college,college student,emotional_advisory,llm_needed,"uncertainty, life direction, college",student_wellbeing_advising,life planning
how to find mentors in your field as an undergrad,college student,advisory,medium,"mentor, field, undergraduate",career_advising,mentorship
what is the purpose of college orientation and should I go,college student,advisory,short_circuit,"orientation, purpose, college",college_prep_info,campus life
how to ask for a recommendation from a professor you only had once,college student,advisory,medium,"recommendation, professor, limited contact",application_advising,application prep
what certifications can I get while in college for free,college student,advisory,medium,"certifications, free, college",career_advising,career planning
how to take online classes and actually stay motivated,college student,advisory,medium,"online classes, motivation, tips",academic_advising,academic success
can I take a leave of absence from college and come back,college student,advisory,medium,"leave of absence, return, college",academic_policy_info,academic policy
what does a college counselor do and when should I see one,college student,advisory,medium,"college counselor, role, when to use",academic_advising,campus support
how to find summer housing near your internship,college student,advisory,medium,"summer housing, internship, location",housing_advising,housing
what is a dual enrollment program,college student,factual,short_circuit,"dual enrollment, definition",academic_program_info,degree programs
how to find free printing or cheap printing on campus,college student,advisory,short_circuit,"printing, free, cheap, campus",campus_services_info,campus resources
how to get a student discount on software like Adobe,college student,advisory,short_circuit,"student discount, software, Adobe",campus_services_info,cost reduction
what is a credit hour and how many do I need to graduate,college student,factual,medium,"credit hour, graduation requirements",academic_policy_info,academic policy
how to survive a weed out class,college student,advisory,complex,"weed-out class, survival, tips",academic_advising,academic success
how to study effectively for multiple exams in one week,college student,advisory,medium,"studying, multiple exams, one week",academic_advising,academic success
how to get into a study abroad program that is competitive,college student,advisory,complex,"study abroad, competitive, how to",study_abroad_advising,study abroad
how do I know if I chose the wrong college and what do I do,college student,emotional_advisory,llm_needed,"wrong college, decision, what to do",transfer_advising,college fit
how to get out of a class I signed up for by mistake,college student,advisory,short_circuit,"drop class, mistake, how to",academic_advising,academic policy
what does satisfactory academic progress mean for financial aid,college student,factual,medium,"satisfactory academic progress, financial aid",financial_aid_advising,financial aid
how to handle failing a required course and needing to retake it,college student,advisory,medium,"failing, required course, retake",academic_advising,academic policy
is it worth taking difficult classes pass fail,college student,advisory,medium,"pass/fail, difficult classes, worth it",academic_advising,grading policy
how to choose between in person and online classes,college student,advisory,medium,"in-person, online, class format, decision",academic_advising,course selection
what is an incomplete grade and when should I request one,college student,factual,medium,"incomplete grade, definition, when to use",academic_policy_info,academic policy
how to get involved in undergraduate research if I'm not a science major,college student,advisory,medium,"undergraduate research, non-science major",undergraduate_research_advising,research access
what does it mean to be a teaching assistant as an undergrad,college student,factual,medium,"teaching assistant, undergraduate, definition",academic_program_info,campus employment
how to find a work study job I actually enjoy,college student,advisory,medium,"work-study, enjoyable, how to find",financial_aid_advising,campus employment
what is a learning management system and how do I use Blackboard or Canvas,college student,factual,short_circuit,"LMS, Blackboard, Canvas, how to use",campus_services_info,academic tools
how to deal with a professor who gives confusing instructions,college student,advisory,medium,"professor, confusing instructions, communication",academic_advising,academic success
how to catch up when I've fallen behind in a class,college student,advisory,medium,"fallen behind, catch up, class",academic_advising,academic success
what is a syllabus and how do I actually use it,college student,factual,short_circuit,"syllabus, definition, how to use",academic_policy_info,academic skills
is it worth going to a prestigious school for undergrad vs a cheaper one for grad school,college student,emotional_advisory,llm_needed,"prestigious school, cost, grad school, decision",college_selection_advising,college decision
how to afford study abroad on a tight budget,college student,advisory,complex,"study abroad, budget, afford",study_abroad_advising,study abroad
what happens if I can't pay my tuition balance before the semester starts,college student,advisory,medium,"tuition, payment, deadline",financial_aid_advising,financial aid
how to convince my parents I should change my major,college student,advisory,medium,"parents, major change, communication",major_change_advising,family dynamics
is it better to live with friends or with strangers in college,college student,advisory,medium,"roommate, friends vs strangers, decision",housing_advising,housing
how to prepare for a technical interview for software engineering jobs,college student,advisory,complex,"technical interview, software engineering, prep",career_advising,career planning
what is a niche job board and which ones are good for college students,college student,advisory,medium,"niche job board, college students, career",career_advising,career planning
what does college life actually look like week to week,college student,advisory,medium,"college life, weekly routine, what to expect",student_life_advising,campus life
how to get your first apartment near campus,college student,advisory,medium,"first apartment, near campus, how to",housing_advising,housing
what is the best credit card for college students,college student,advisory,medium,"credit card, college students, recommendation",student_finance_advising,financial planning
is it bad to not have a job in college,college student,emotional_advisory,llm_needed,"job, college, impact",student_life_advising,career planning
how to handle a conflict with a classmate in a group project,college student,advisory,medium,"conflict, classmate, group project",student_life_advising,interpersonal skills
what is a registrar hold and how do I get it lifted,college student,advisory,medium,"registrar hold, definition, remove",academic_policy_info,admin
what is the drop add period and how do I use it,college student,factual,medium,"drop/add period, definition, how to use",academic_policy_info,academic policy
how to make the most of career services at your college,college student,advisory,medium,"career services, how to use, college",career_advising,career planning
what is DACA and how does it affect college access for students,college student,factual,complex,"DACA, college access, undocumented students",financial_aid_advising,financial aid
how to get involved in community service off campus,college student,advisory,medium,"community service, off-campus",student_life_advising,community
how to handle being far from home for the first time,college student,emotional_advisory,llm_needed,"homesickness, far from home, first time",student_wellbeing_advising,wellbeing
how to start a club or organization at your college,college student,advisory,medium,"start club, organization, college",student_life_advising,extracurricular
is it okay to be undeclared freshman year,college student,emotional_advisory,llm_needed,"undeclared, freshman year, major",major_selection_advising,major decision
what does it mean to be on a waitlist at grad school,college student,factual,medium,"waitlist, grad school, definition",grad_school_advising,grad school
how to choose a graduate school program and location,college student,advisory,complex,"grad school, program, location, decision",grad_school_advising,grad school
what is a postbac program and who should do one,college student,factual,medium,"postbac, definition, who should",academic_program_info,grad school
how to apply for a Fulbright or Rhodes scholarship,college student,advisory,complex,"Fulbright, Rhodes, scholarship, application",financial_aid_advising,scholarships
what is the difference between pre-med and a biology major,college student,factual,medium,"pre-med, biology major, difference",academic_program_info,program comparison
how to get into medical school from a smaller college,college student,advisory,complex,"medical school, smaller college, admission",grad_school_advising,pre-med
what MCAT score do most medical schools require,college student,factual,medium,"MCAT score, medical school, requirement",test_prep_advising,test prep
how to stay motivated in college when classes feel pointless,college student,emotional_advisory,llm_needed,"motivation, college, pointless classes",student_wellbeing_advising,motivation
what is the difference between a semester and quarter system,college student,factual,short_circuit,"semester, quarter system, difference",academic_policy_info,academic policy
what does it look like to graduate with honors,college student,factual,medium,"honors, graduation, requirements",academic_program_info,academic achievement
how to deal with a competitive or toxic classroom environment,college student,emotional_advisory,llm_needed,"competitive, toxic, classroom, how to cope",student_wellbeing_advising,wellbeing
what jobs hire people with history degrees,college student,advisory,medium,"history degree, jobs, career",career_advising,career planning
how to make a career plan when your major doesn't lead to one clear job,college student,advisory,complex,"career plan, undirected major",career_advising,career planning
what are some ways to make extra money as a college student online,college student,advisory,medium,"extra money, online, college student",student_finance_advising,financial planning
how to ask a professor for a grade bump at end of semester,college student,advisory,medium,"grade bump, professor, semester end",academic_advising,academic success
how to use Notion or other tools to stay organized in college,college student,advisory,medium,"Notion, organization tools, college",student_life_advising,productivity
what is a Pomodoro technique and does it work for studying,college student,advisory,short_circuit,"Pomodoro, study technique, effectiveness",academic_advising,academic success
what's the difference between a selective school and an average one in terms of outcomes,college student,advisory,complex,"selective school, outcomes, comparison",college_selection_advising,college value
how to get research experience if your college doesn't have many labs,college student,advisory,complex,"research experience, limited labs",undergraduate_research_advising,research access
what is a certificate program and is it worth adding one in college,college student,factual,medium,"certificate program, worth it, college",academic_program_info,academic options
what to do if your scholarship wasn't renewed,college student,advisory,medium,"scholarship, not renewed, what to do",financial_aid_advising,financial aid
can you work full time and go to college at the same time,college student,advisory,complex,"full-time work, college, balance",student_life_advising,time management
what does a typical day look like for a college freshman,college student,advisory,medium,"typical day, freshman, college life",student_life_advising,campus life
what to do in the semester before you graduate,college student,advisory,medium,"pre-graduation, semester, checklist",degree_planning,graduation planning
how to reconnect with classmates after not talking for a semester,college student,advisory,short_circuit,"reconnect, classmates, social",student_life_advising,social life
is it worth taking an unpaid internship,college student,advisory,medium,"unpaid internship, worth it",career_advising,career planning
how do I know if a college club is worth my time,college student,advisory,medium,"club, worth it, time commitment",student_life_advising,extracurricular
what are some ways to reduce anxiety around public speaking in class,college student,advisory,medium,"public speaking, anxiety, class",student_wellbeing_advising,academic skills
how to write an email to a professor that doesn't sound dumb,college student,advisory,short_circuit,"email, professor, communication",academic_advising,communication
what does it mean when a professor says class participation counts,college student,advisory,short_circuit,"class participation, grading, meaning",academic_policy_info,academic skills
how to take notes effectively in a fast lecture,college student,advisory,medium,"notes, fast lecture, tips",academic_advising,academic skills
what is the Cornell note-taking method,college student,factual,short_circuit,"Cornell notes, method, definition",academic_advising,academic skills
how to avoid plagiarism when writing a research paper,college student,advisory,medium,"plagiarism, research paper, avoid",academic_policy_info,academic integrity
what is a literature review and how do I write one,college student,advisory,medium,"literature review, definition, how to write",academic_advising,academic skills
how to cite sources correctly in college papers,college student,advisory,short_circuit,"citations, sources, college papers",academic_advising,academic skills
what is the difference between APA and MLA citation formats,college student,factual,short_circuit,"APA, MLA, citations, difference",academic_advising,academic skills
how to use the library databases to find academic sources,college student,advisory,medium,"library databases, academic sources, how to",academic_advising,research skills
what is a peer reviewed journal article,college student,factual,short_circuit,"peer-reviewed, journal article, definition",academic_policy_info,research skills
how to talk to financial aid office if something feels unfair,college student,advisory,medium,"financial aid office, unfair, communication",financial_aid_advising,financial aid
how do I appeal a grade I got on a final exam,college student,advisory,medium,"grade appeal, final exam",academic_advising,academic policy
how to balance being pre-med with having a social life,college student,emotional_advisory,llm_needed,"pre-med, social life, balance",student_life_advising,wellbeing
what does honors thesis research actually look like day to day,college student,advisory,medium,"honors thesis, research, daily life",undergraduate_research_advising,research
how do I find professors who are willing to mentor undergrads,college student,advisory,medium,"professor, mentor, undergraduate",undergraduate_research_advising,mentorship
is it better to have a lot of campus activities or go deep on one,college student,advisory,medium,"campus activities, depth vs breadth, decision",student_life_advising,extracurricular
what should I know about signing a lease as a student for the first time,college student,advisory,medium,"lease, student, first time, tips",housing_advising,housing
how to stay safe walking home at night on or near campus,college student,advisory,medium,"safety, night, campus",student_wellbeing_advising,safety
how do I tell a friend group I need to study and can't hang out,college student,advisory,short_circuit,"study, friends, communication, boundaries",student_life_advising,time management
what to do when you feel like you chose the wrong school,college student,emotional_advisory,llm_needed,"wrong school, decision, what to do",transfer_advising,college fit
what to do if you feel like college isn't for you,college student,emotional_advisory,llm_needed,"college not for me, alternatives",student_wellbeing_advising,life planning
how to take a mental health day from class without falling behind,college student,advisory,medium,"mental health day, class, catch up",student_wellbeing_advising,wellbeing
what is a student advocate and when should I use one,college student,factual,medium,"student advocate, definition, when to use",campus_services_info,campus admin
how much does college actually cost including hidden fees,parent,factual,medium,"college cost, hidden fees, total",student_finance_advising,cost planning
what is the FAFSA and when should we fill it out,parent,advisory,medium,"FAFSA, definition, timeline, parents",financial_aid_advising,financial aid
how does the CSS profile differ from the FAFSA,parent,factual,medium,"CSS profile, FAFSA, difference",financial_aid_advising,financial aid
can both parents claim a college student on taxes,parent,advisory,medium,"taxes, dependent, college student, parents",student_finance_advising,financial planning
what is a 529 plan and is it too late to start one,parent,advisory,medium,"529 plan, college savings, definition",student_finance_advising,financial planning
how do merit scholarships affect financial aid packages,parent,advisory,complex,"merit scholarship, financial aid, impact",financial_aid_advising,financial aid
how to compare financial aid offers from multiple schools,parent,advisory,complex,"financial aid offers, compare, multiple schools",financial_aid_advising,financial aid
is it worth paying for a private college over a state school,parent,advisory,llm_needed,"private vs state, cost, worth it",college_selection_advising,cost planning
what is the expected family contribution in financial aid,parent,factual,medium,"expected family contribution, EFC, definition",financial_aid_advising,financial aid
what happens to our financial aid if our income changes during college,parent,advisory,complex,"income change, financial aid, impact",financial_aid_advising,financial aid
how much should parents contribute to college costs,parent,emotional_advisory,llm_needed,"parental contribution, college costs",financial_aid_advising,financial planning
what is parent PLUS loan and should we take it,parent,advisory,complex,"parent PLUS loan, definition, decision",financial_aid_advising,financial aid
can my child lose their scholarship if their GPA drops,parent,advisory,medium,"scholarship, GPA drop, risk",financial_aid_advising,financial aid
what is a tuition payment plan,parent,factual,medium,"tuition payment plan, definition",financial_aid_advising,financial planning
are there schools that meet 100 percent of financial need,parent,filtered_search,complex,"100% financial need, schools",college_search,financial aid
how to appeal a financial aid decision,parent,advisory,medium,"financial aid, appeal, how to",financial_aid_advising,financial aid
does having more than one child in college help financial aid,parent,advisory,medium,"multiple children, college, financial aid",financial_aid_advising,financial aid
what is room and board costs typically,parent,factual,medium,"room and board, cost, average",student_finance_advising,cost planning
how to save on college costs without sacrificing quality,parent,advisory,complex,"college costs, save money, quality",student_finance_advising,cost planning
what is the average debt a student graduates with,parent,factual,medium,"student debt, average, graduation",student_finance_advising,financial info
how safe is the campus at night,parent,filtered_search,medium,"campus safety, night",campus_services_info,campus safety
what mental health resources does the college offer,parent,advisory,medium,"mental health resources, college",student_wellbeing_advising,mental health
how do I know if my child is struggling mentally at college,parent,emotional_advisory,llm_needed,"child, mental health, struggling, parents",parent_college_advising,wellbeing
what is FERPA and can I access my child's grades in college,parent,factual,medium,"FERPA, grades, parental access",parent_college_advising,privacy policy
what campus safety features should I look for on a college tour,parent,advisory,medium,"campus safety, tour, features",parent_college_advising,campus safety
how to help my child deal with homesickness,parent,emotional_advisory,llm_needed,"homesickness, child, parents, help",parent_college_advising,wellbeing
what is an on-campus health center and what does it provide,parent,factual,medium,"health center, campus, services",campus_services_info,health services
should my child be on my health insurance or get the college plan,parent,advisory,complex,"health insurance, child, college plan",parent_college_advising,health insurance
what happens if my child gets sick at college,parent,advisory,medium,"sick, child, college, what to do",parent_college_advising,health services
how do colleges handle mental health crises for students,parent,factual,medium,"mental health crisis, college, response",campus_services_info,mental health
what is a student wellness center at college,parent,factual,short_circuit,"wellness center, student, definition",campus_services_info,wellness
how to talk to my college student about alcohol and drugs,parent,emotional_advisory,llm_needed,"alcohol, drugs, college student, parents",parent_college_advising,wellbeing
what is Title IX and how does it protect my child,parent,factual,medium,"Title IX, protection, student rights",academic_policy_info,campus policy
what should parents know about dorm safety,parent,advisory,medium,"dorm safety, parents, tips",parent_college_advising,campus safety
how do I help my child if they experience sexual assault at college,parent,emotional_advisory,llm_needed,"sexual assault, college, support, parents",parent_college_advising,campus safety
what questions should we ask on a college tour,parent,advisory,medium,"college tour, questions, parents",parent_college_advising,college search
how do parents evaluate if a college is a good academic fit,parent,advisory,complex,"academic fit, evaluation, parents",parent_college_advising,college search
what is retention rate and why does it matter,parent,factual,medium,"retention rate, definition, importance",college_selection_advising,academic outcomes
how do I find out a college's graduation rate,parent,advisory,short_circuit,"graduation rate, how to find",college_selection_advising,academic outcomes
what is the student to faculty ratio and why does it matter,parent,factual,medium,"student-faculty ratio, importance",college_selection_advising,academics
how to support your child in choosing a major without pushing them,parent,emotional_advisory,llm_needed,"major, parental support, child autonomy",parent_college_advising,major decision
what majors have the best job outcomes,parent,advisory,complex,"majors, job outcomes, comparison",major_selection_advising,career outcomes
is a liberal arts degree worth it financially,parent,advisory,complex,"liberal arts, financial value, worth it",major_selection_advising,career outcomes
how to support a child who wants to switch majors,parent,emotional_advisory,llm_needed,"major switch, child, parental support",parent_college_advising,major decision
what is an honors college and is it worth applying to,parent,advisory,medium,"honors college, definition, worth it",college_selection_advising,academic options
what is the difference between a public and private research university,parent,factual,medium,"public, private, research university, difference",college_selection_advising,college types
how do I know if my child is academically prepared for a certain school,parent,advisory,complex,"academic preparation, child, school fit",parent_college_advising,college fit
what college rankings actually matter and what are misleading,parent,advisory,complex,"rankings, credibility, misleading",college_selection_advising,college search
what is a liberal arts college vs a university,parent,factual,medium,"liberal arts college, university, difference",college_selection_advising,college types
how do you evaluate career services at a college,parent,advisory,medium,"career services, evaluation, college",college_selection_advising,career outcomes
what is the difference between a BA and a BS,parent,factual,short_circuit,"BA, BS, difference",academic_program_info,academics
what does holistic admissions mean,parent,factual,medium,"holistic admissions, definition",admissions_info,admissions
how can parents help with the college application without overdoing it,parent,emotional_advisory,llm_needed,"parents, college application, boundaries",parent_college_advising,application process
what is early decision vs early action,parent,factual,medium,"early decision, early action, difference",admissions_info,admissions
is it worth hiring a private college counselor,parent,advisory,medium,"private counselor, worth it",admissions_info,admissions
what is a good college list and how many schools should my child apply to,parent,advisory,medium,"college list, number of schools, how many",admissions_info,college search
how important is demonstrated interest to college admissions,parent,advisory,medium,"demonstrated interest, admissions, importance",admissions_info,admissions
do college visits really matter for admissions,parent,advisory,medium,"college visits, admissions, importance",admissions_info,admissions
what is test optional admissions and should my child submit scores,parent,advisory,complex,"test optional, SAT/ACT, decision",admissions_info,admissions
how to help my child write college essays without writing them for them,parent,emotional_advisory,llm_needed,"college essays, parents, help",parent_college_advising,application process
what extracurriculars do top colleges actually care about,parent,advisory,complex,"extracurriculars, top colleges, admissions",admissions_info,admissions
what is a waitlist and what should we do if our child is waitlisted,parent,advisory,medium,"waitlist, child, what to do",admissions_info,admissions
is a 3.5 GPA good enough for top schools,parent,advisory,medium,"GPA, top schools, admissions",admissions_info,admissions
what is the common app,parent,factual,short_circuit,"Common App, definition",admissions_info,admissions
when do colleges start looking at junior year grades,parent,advisory,medium,"junior year, grades, admissions timeline",admissions_info,admissions
what makes a college application stand out,parent,advisory,complex,"college application, stand out, tips",admissions_info,admissions
what do parents need to do the summer before college starts,parent,advisory,medium,"summer before college, parents, checklist",parent_college_advising,college prep
how do parents communicate with college students without being overbearing,parent,emotional_advisory,llm_needed,"communication, college student, parents, balance",parent_college_advising,family dynamics
what to pack when moving a kid into a college dorm,parent,advisory,short_circuit,"packing, dorm, moving, parents",parent_college_advising,college prep
what do I need to know about the move-in day process,parent,advisory,medium,"move-in day, college, what to know",parent_college_advising,college prep
how do I let go when my child leaves for college,parent,emotional_advisory,llm_needed,"letting go, college, emotional, parents",parent_college_advising,family dynamics
what is freshman orientation like for parents,parent,advisory,medium,"freshman orientation, parents, what to expect",parent_college_advising,college prep
how do I set up a bank account or send money to my child in college,parent,advisory,medium,"bank account, money, child, college",parent_college_advising,financial planning
when should parents visit their college students,parent,emotional_advisory,llm_needed,"visiting, frequency, parents, college students",parent_college_advising,family dynamics
what is the helicopter parent trap and how to avoid it,parent,emotional_advisory,llm_needed,"helicopter parent, avoid, college",parent_college_advising,family dynamics
how to support a child who is struggling academically in college,parent,emotional_advisory,llm_needed,"academic struggle, child, support, parents",parent_college_advising,academic support
what to do if my child wants to drop out of college,parent,emotional_advisory,llm_needed,"drop out, child, what to do, parents",parent_college_advising,crisis support
how to help a first generation college student navigate campus,parent,advisory,complex,"first-generation, campus, navigation, parents",parent_college_advising,student support
what is family weekend at college,parent,factual,short_circuit,"family weekend, college, definition",parent_college_advising,campus life
how do parents handle college care packages what to send,parent,advisory,short_circuit,"care packages, parents, what to send",parent_college_advising,family dynamics
what does the college transition look like emotionally for families,parent,emotional_advisory,llm_needed,"college transition, emotional, families",parent_college_advising,family dynamics
colleges with the most generous financial aid for middle class families,parent,filtered_search,complex,"financial aid, middle class, generous, college",college_search,financial aid
which colleges have the best mental health support for students,parent,filtered_search,complex,"mental health support, best, college",college_search,mental health
what are colleges known for having the happiest students,parent,filtered_search,medium,"happy students, college, reputation",college_search,campus culture
colleges with the lowest student loan debt outcomes,parent,filtered_search,complex,"student loan debt, low, college",college_search,financial outcomes
which colleges have the best career placement for business majors,parent,filtered_search,complex,"career placement, business, college",college_search,career outcomes
colleges with strong support for students with ADHD or learning disabilities,parent,filtered_search,complex,"ADHD, learning disabilities, support, college",college_search,disability support
what colleges have very high retention rates,parent,filtered_search,medium,"retention rate, high, college",college_search,academic outcomes
are there colleges that guarantee housing for all four years,parent,filtered_search,medium,"housing guarantee, four years, college",college_search,housing
what colleges have the best campus dining,parent,filtered_search,medium,"campus dining, best, college",college_search,campus life
colleges with low crime rates on campus,parent,filtered_search,complex,"crime rate, low, campus, college",college_search,campus safety
colleges near home for students who want to stay close to family,parent,filtered_search,medium,"near home, family, college",college_search,location filter
