Query,Persona,Intent,Complexity,Entities,Route,Notes
brown vs dartmouth academic culture,counselor_teacher,comparison,complex,"{schools:[Brown,Dartmouth]}",comparison_engine,compare culture
stem programs with low attrition,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that allow counselor reports,counselor_teacher,admissions_process,medium,{},llm,policy
how recommendations are weighted,counselor_teacher,guidance,complex,{},llm,process
fit vs selectivity tradeoffs,counselor_teacher,guidance,complex,{},llm,advising
best schools for cybersecurity careers,advisor,career_outcomes,medium,{},llm,outcomes
top universities for entrepreneurship,advisor,career_outcomes,medium,{},llm,outcomes
schools like mit for innovation,advisor,recommendation,complex,{reference:MIT},agentic,needs recommendations
top applied math programs,advisor,filtered_search,medium,{field:applied math},search,1–2 filters
elite stem focused universities,advisor,recommendation,complex,{},agentic,recommendations
carnegie mellon vs berkeley outcomes,advisor,comparison,complex,"{schools:[CMU,Berkeley]}",comparison_engine,compare outcomes
how companies screen resumes by school,advisor,guidance,medium,{},llm,career guidance
schools with strong startup ecosystems,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional hiring pipelines,advisor,guidance,complex,{},llm,conceptual
program rankings vs employer perception,advisor,guidance,complex,{},llm,advising
institutional onboarding requirements,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school profile data validation,college_b2b,profile_management,medium,{},b2b_portal,B2B
enrollment forecasting analytics,college_b2b,analytics_request,complex,{},analytics,B2B data
compare applicant interest year over year,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with enrollment crm,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search impression analytics,college_b2b,analytics_request,medium,{},analytics,B2B data
recommendation system explainability,college_b2b,guidance,medium,{},llm,B2B logic
increase qualified applicant pool,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise support escalation paths,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
archived admissions data access,college_b2b,profile_management,medium,{},b2b_portal,B2B
williams college,high_school_student,exact_lookup,short_circuit,{school:Williams},typesense_only,simple entity
uc riverside acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UC Riverside,metric:acceptance_rate}",typesense_only,single attribute
schools in new mexico,high_school_student,filtered_search,medium,{location:New Mexico},search,1–2 filters
low cost colleges with strong neuroscience programs,high_school_student,multi_constraint,complex,"{program:neuroscience,cost:low}",agentic,multi-constraint
iu bloomington vs purdue,high_school_student,comparison,complex,"{schools:[Indiana University,Purdue]}",comparison_engine,compare entities
schools like villanova but public,high_school_student,recommendation,complex,"{reference:Villanova,school_type:public}",agentic,needs recommendations
do colleges look at sophomore year grades,high_school_student,admissions_process,medium,{},llm,admissions evaluation
when should i start visiting colleges,high_school_student,admissions_process,medium,{},llm,planning
schools with relaxed grading,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
best colleges for public health careers,high_school_student,career_outcomes,medium,{field:public health},llm,outcomes
pomona college,college_student,exact_lookup,short_circuit,{school:Pomona},typesense_only,simple entity
texas a&m housing,college_student,attribute_lookup,short_circuit,"{school:Texas A&M,attribute:housing}",typesense_only,single attribute
schools in the central valley,college_student,filtered_search,medium,{location:Central Valley},search,1–2 filters
small universities with strong business analytics,college_student,multi_constraint,complex,"{program:business analytics,size:small}",agentic,multi-constraint
uc denver vs colorado state,college_student,comparison,complex,"{schools:[CU Denver,Colorado State]}",comparison_engine,compare entities
schools like ohio state but urban,college_student,recommendation,complex,"{reference:Ohio State,setting:urban}",agentic,needs recommendations
what is early decision restriction,college_student,admissions_process,medium,{},llm,admissions concept
how outside scholarships affect aid,college_student,cost_financial_aid,medium,{},llm,cost aid
schools with strong debate culture,college_student,campus_life_fit,llm_needed,{},llm,subjective fit
colleges with strong nonprofit career placement,college_student,career_outcomes,medium,{},llm,outcomes
santa clara university,parent,exact_lookup,short_circuit,{school:Santa Clara},typesense_only,simple entity
does depaul require freshmen housing,parent,attribute_lookup,short_circuit,"{school:DePaul,attribute:housing}",typesense_only,parent framing
colleges near tech hubs,parent,filtered_search,medium,{location:tech hubs},search,1–2 filters
academically strong colleges with internship access,parent,multi_constraint,complex,"{academics:strong,internships:true}",agentic,multi-constraint
denison vs kenyon,parent,comparison,complex,"{schools:[Denison,Kenyon]}",comparison_engine,compare entities
good colleges for late bloomers,parent,recommendation,complex,{},agentic,needs recommendations
how parent income brackets affect aid,parent,cost_financial_aid,medium,{},llm,cost aid
schools with strong career counseling,parent,campus_life_fit,llm_needed,{},llm,subjective fit
college outcomes for psychology majors,parent,career_outcomes,medium,{},llm,outcomes
how to decide between waitlist offers,parent,admissions_process,medium,{},llm,decision making
what is academic index,counselor_teacher,admissions_process,medium,{},llm,counselor terminology
schools in the ozarks region,counselor_teacher,filtered_search,medium,{location:Ozarks},search,1–2 filters
how to advise gap year students,counselor_teacher,guidance,medium,{},llm,advising
colleges with open curriculum,counselor_teacher,attribute_lookup,medium,{},llm,academic structure
elite lac vs mid tier research,counselor_teacher,guidance,complex,{},llm,conceptual
swarthmore vs haverford academics,counselor_teacher,comparison,complex,"{schools:[Swarthmore,Haverford]}",comparison_engine,compare academics
stem programs with strong mentoring,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that require counselor recs,counselor_teacher,admissions_process,medium,{},llm,policy
how schools contextualize test scores,counselor_teacher,guidance,complex,{},llm,process
fit vs cost tradeoffs,counselor_teacher,guidance,complex,{},llm,advising
best schools for health informatics,advisor,career_outcomes,medium,{},llm,outcomes
top universities for supply chain careers,advisor,career_outcomes,medium,{},llm,outcomes
schools like cornell for interdisciplinary study,advisor,recommendation,complex,{reference:Cornell},agentic,needs recommendations
top operations research programs,advisor,filtered_search,medium,{field:operations research},search,1–2 filters
elite non coastal universities,advisor,recommendation,complex,{},agentic,recommendations
washington vs georgetown outcomes,advisor,comparison,complex,"{schools:[Washington Univ St Louis,Georgetown]}",comparison_engine,compare outcomes
how recruiters value capstone projects,advisor,guidance,medium,{},llm,career guidance
schools with strong industry sponsored research,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional salary differentials,advisor,guidance,complex,{},llm,conceptual
program depth vs brand recognition,advisor,guidance,complex,{},llm,advising
institutional api rate limits,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school profile change approvals,college_b2b,profile_management,medium,{},b2b_portal,B2B
predictive yield modeling,college_b2b,analytics_request,complex,{},analytics,B2B data
compare admit to enroll conversion,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with email marketing tools,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search ranking diagnostics,college_b2b,analytics_request,medium,{},analytics,B2B data
recommendation fairness criteria,college_b2b,guidance,medium,{},llm,B2B logic
increase rural student outreach,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise contract renewal terms,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
longitudinal admissions data export,college_b2b,profile_management,medium,{},b2b_portal,B2B
bowdoin college,high_school_student,exact_lookup,short_circuit,{school:Bowdoin},typesense_only,simple entity
uc merced acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UC Merced,metric:acceptance_rate}",typesense_only,single attribute
schools in idaho,high_school_student,filtered_search,medium,{location:Idaho},search,1–2 filters
low cost colleges with strong kinesiology programs,high_school_student,multi_constraint,complex,"{program:kinesiology,cost:low}",agentic,multi-constraint
arizona state vs oregon state,high_school_student,comparison,complex,"{schools:[Arizona State,Oregon State]}",comparison_engine,compare entities
schools like clemson but less rural,high_school_student,recommendation,complex,"{reference:Clemson,setting:less rural}",agentic,needs recommendations
do colleges consider upward grade trends,high_school_student,admissions_process,medium,{},llm,admissions evaluation
how many schools should i apply to,high_school_student,admissions_process,medium,{},llm,planning
schools with collaborative grading systems,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
best colleges for sports management careers,high_school_student,career_outcomes,medium,{field:sports management},llm,outcomes
reed college,college_student,exact_lookup,short_circuit,{school:Reed},typesense_only,simple entity
virginia tech housing,college_student,attribute_lookup,short_circuit,"{school:Virginia Tech,attribute:housing}",typesense_only,single attribute
schools in the deep south,college_student,filtered_search,medium,{location:Deep South},search,1–2 filters
mid sized universities with strong policy programs,college_student,multi_constraint,complex,"{program:public policy,size:mid}",agentic,multi-constraint
rutgers vs maryland,college_student,comparison,complex,"{schools:[Rutgers,Maryland]}",comparison_engine,compare entities
schools like penn state but more selective,college_student,recommendation,complex,"{reference:Penn State,selectivity:higher}",agentic,needs recommendations
what is priority consideration deadline,college_student,admissions_process,medium,{},llm,admissions concept
how outside income affects financial aid,college_student,cost_financial_aid,medium,{},llm,cost aid
schools with strong interdisciplinary culture,college_student,campus_life_fit,llm_needed,{},llm,subjective fit
colleges with strong foreign service placement,college_student,career_outcomes,medium,{},llm,outcomes
st johns university,parent,exact_lookup,short_circuit,{school:St Johns University},typesense_only,simple entity
does marquette require on campus housing,parent,attribute_lookup,short_circuit,"{school:Marquette,attribute:housing}",typesense_only,parent framing
colleges near state capitals,parent,filtered_search,medium,{location:state capitals},search,1–2 filters
academically solid colleges with career pipelines,parent,multi_constraint,complex,"{academics:solid,career_pipeline:true}",agentic,multi-constraint
lehigh vs lafayette,parent,comparison,complex,"{schools:[Lehigh,Lafayette]}",comparison_engine,compare entities
good colleges for students who want flexibility,parent,recommendation,complex,{},agentic,needs recommendations
how parental divorce affects financial aid,parent,cost_financial_aid,medium,{},llm,cost aid
schools with strong tutoring programs,parent,campus_life_fit,llm_needed,{},llm,subjective fit
job outcomes for economics majors,parent,career_outcomes,medium,{},llm,outcomes
how to interpret financial aid award letters,parent,admissions_process,medium,{},llm,decision support
what is academic match,counselor_teacher,guidance,medium,{},llm,advising
schools in the piedmont region,counselor_teacher,filtered_search,medium,{location:Piedmont},search,1–2 filters
how to advise students on early action,counselor_teacher,guidance,medium,{},llm,advising
colleges with core curriculum requirements,counselor_teacher,attribute_lookup,medium,{},llm,academic structure
research universities vs liberal arts colleges,counselor_teacher,guidance,complex,{},llm,conceptual
claremont mckenna vs pomona outcomes,counselor_teacher,comparison,complex,"{schools:[Claremont McKenna,Pomona]}",comparison_engine,compare outcomes
stem programs with strong peer tutoring,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that allow counselor calls,counselor_teacher,admissions_process,medium,{},llm,policy
how socioeconomic context is reviewed,counselor_teacher,guidance,complex,{},llm,process
fit vs ranking tradeoffs,counselor_teacher,guidance,complex,{},llm,advising
best schools for environmental consulting careers,advisor,career_outcomes,medium,{},llm,outcomes
top universities for real estate careers,advisor,career_outcomes,medium,{},llm,outcomes
schools like duke for leadership programs,advisor,recommendation,complex,{reference:Duke},agentic,needs recommendations
top public policy analytics programs,advisor,filtered_search,medium,{field:policy analytics},search,1–2 filters
elite universities outside top 20 rankings,advisor,recommendation,complex,{},agentic,recommendations
usc vs ucla alumni influence,advisor,comparison,complex,"{schools:[USC,UCLA]}",comparison_engine,compare outcomes
how employers value experiential learning,advisor,guidance,medium,{},llm,career guidance
schools with strong experiential learning models,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional cost of living vs salary outcomes,advisor,guidance,complex,{},llm,conceptual
program focus vs general prestige,advisor,guidance,complex,{},llm,advising
institutional permissions management,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school data governance policies,college_b2b,profile_management,medium,{},b2b_portal,B2B
admissions trend forecasting tools,college_b2b,analytics_request,complex,{},analytics,B2B data
compare early vs regular decision yield,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with data warehouses,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search performance by geography,college_b2b,analytics_request,medium,{},analytics,B2B data
explainability of recommendation outputs,college_b2b,guidance,medium,{},llm,B2B logic
expand access to underrepresented regions,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise compliance requirements,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
historical applicant behavior exports,college_b2b,profile_management,medium,{},b2b_portal,B2B
colgate university,high_school_student,exact_lookup,short_circuit,{school:Colgate},typesense_only,simple entity
uc san bernardino acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UC San Bernardino,metric:acceptance_rate}",typesense_only,single attribute
schools in wyoming,high_school_student,filtered_search,medium,{location:Wyoming},search,1–2 filters
affordable colleges with strong urban planning programs,high_school_student,multi_constraint,complex,"{program:urban planning,cost:low}",agentic,multi-constraint
iowa state vs kansas state,high_school_student,comparison,complex,"{schools:[Iowa State,Kansas State]}",comparison_engine,compare entities
schools like syracuse but warmer climate,high_school_student,recommendation,complex,"{reference:Syracuse,climate:warm}",agentic,needs recommendations
do colleges value leadership roles,high_school_student,admissions_process,medium,{},llm,admissions evaluation
how many ap classes is too many,high_school_student,admissions_process,medium,{},llm,course load
schools with strong school spirit,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
best colleges for urban studies careers,high_school_student,career_outcomes,medium,{field:urban studies},llm,outcomes
union college,college_student,exact_lookup,short_circuit,{school:Union College},typesense_only,simple entity
north carolina state housing,college_student,attribute_lookup,short_circuit,"{school:NC State,attribute:housing}",typesense_only,single attribute
schools in the low country,college_student,filtered_search,medium,{location:Low Country},search,1–2 filters
mid sized colleges with strong economics programs,college_student,multi_constraint,complex,"{program:economics,size:mid}",agentic,multi-constraint
ut austin vs texas a&m,college_student,comparison,complex,"{schools:[UT Austin,Texas A&M]}",comparison_engine,compare entities
schools like ucla but quieter campus,college_student,recommendation,complex,"{reference:UCLA,environment:quiet}",agentic,needs recommendations
what is deferral in admissions,college_student,admissions_process,medium,{},llm,admissions concept
how summer earnings affect aid,college_student,cost_financial_aid,medium,{},llm,cost aid
schools with strong honors programs,college_student,campus_life_fit,llm_needed,{},llm,subjective fit
colleges with strong federal policy placement,college_student,career_outcomes,medium,{},llm,outcomes
seton hall university,parent,exact_lookup,short_circuit,{school:Seton Hall},typesense_only,simple entity
does loyola chicago require freshmen housing,parent,attribute_lookup,short_circuit,"{school:Loyola Chicago,attribute:housing}",typesense_only,parent framing
colleges near public transportation,parent,filtered_search,medium,{location:public transportation},search,1–2 filters
academically strong colleges with urban safety,parent,multi_constraint,complex,"{academics:strong,safety:urban}",agentic,multi-constraint
drake vs creighton,parent,comparison,complex,"{schools:[Drake,Creighton]}",comparison_engine,compare entities
good colleges for students who want flexibility in majors,parent,recommendation,complex,{},agentic,needs recommendations
how grandparents assets affect financial aid,parent,cost_financial_aid,medium,{},llm,cost aid
schools with strong learning support centers,parent,campus_life_fit,llm_needed,{},llm,subjective fit
career outcomes for communications majors,parent,career_outcomes,medium,{},llm,outcomes
how to compare aid packages across schools,parent,admissions_process,medium,{},llm,decision support
what is academic rigor index,counselor_teacher,guidance,medium,{},llm,advising
schools in the great plains,counselor_teacher,filtered_search,medium,{location:Great Plains},search,1–2 filters
how to counsel students on waitlists,counselor_teacher,guidance,medium,{},llm,advising
colleges with distribution requirements,counselor_teacher,attribute_lookup,medium,{},llm,academic structure
selective lac vs flagship public,counselor_teacher,guidance,complex,{},llm,conceptual
bates vs skidmore academics,counselor_teacher,comparison,complex,"{schools:[Bates,Skidmore]}",comparison_engine,compare academics
stem programs with strong advising infrastructure,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that allow midyear reports,counselor_teacher,admissions_process,medium,{},llm,policy
how hardship factors are reviewed,counselor_teacher,guidance,complex,{},llm,process
fit vs affordability tradeoffs,counselor_teacher,guidance,complex,{},llm,advising
best schools for public sector consulting,advisor,career_outcomes,medium,{},llm,outcomes
top universities for operations careers,advisor,career_outcomes,medium,{},llm,outcomes
schools like northwestern for interdisciplinary study,advisor,recommendation,complex,{reference:Northwestern},agentic,needs recommendations
top industrial engineering programs,advisor,filtered_search,medium,{field:industrial engineering},search,1–2 filters
elite universities outside major metros,advisor,recommendation,complex,{},agentic,recommendations
emory vs vanderbilt alumni reach,advisor,comparison,complex,"{schools:[Emory,Vanderbilt]}",comparison_engine,compare outcomes
how employers view minors vs majors,advisor,guidance,medium,{},llm,career guidance
schools with strong capstone project culture,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional hiring concentration effects,advisor,guidance,complex,{},llm,conceptual
program specificity vs brand strength,advisor,guidance,complex,{},llm,advising
institutional permissions audit,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school profile publishing workflow,college_b2b,profile_management,medium,{},b2b_portal,B2B
admissions elasticity modeling,college_b2b,analytics_request,complex,{},analytics,B2B data
compare interest signals across regions,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with analytics platforms,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search demand forecasting,college_b2b,analytics_request,medium,{},analytics,B2B data
recommendation ranking transparency,college_b2b,guidance,medium,{},llm,B2B logic
increase engagement from rural applicants,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise account management options,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
historical search interaction exports,college_b2b,profile_management,medium,{},b2b_portal,B2B
carleton college,high_school_student,exact_lookup,short_circuit,{school:Carleton},typesense_only,simple entity
uc santa barbara acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UCSB,metric:acceptance_rate}",typesense_only,single attribute
schools in montana,high_school_student,filtered_search,medium,{location:Montana},search,1–2 filters
affordable colleges with strong geology programs,high_school_student,multi_constraint,complex,"{program:geology,cost:low}",agentic,multi-constraint
missouri vs arkansas universities,high_school_student,comparison,complex,"{schools:[University of Missouri,University of Arkansas]}",comparison_engine,compare entities
schools like baylor but non religious,high_school_student,recommendation,complex,"{reference:Baylor,exclude:religious}",agentic,needs recommendations
do colleges care about senior year rigor,high_school_student,admissions_process,medium,{},llm,admissions evaluation
how many extracurriculars are enough,high_school_student,admissions_process,medium,{},llm,application strategy
schools with laid back academic culture,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
best colleges for earth science careers,high_school_student,career_outcomes,medium,{field:earth science},llm,outcomes
skidmore college,college_student,exact_lookup,short_circuit,{school:Skidmore},typesense_only,simple entity
university of arizona housing,college_student,attribute_lookup,short_circuit,"{school:University of Arizona,attribute:housing}",typesense_only,single attribute
schools in the inland empire,college_student,filtered_search,medium,{location:Inland Empire},search,1–2 filters
mid sized colleges with strong international relations,college_student,multi_constraint,complex,"{program:international relations,size:mid}",agentic,multi-constraint
oregon vs washington universities,college_student,comparison,complex,"{schools:[University of Oregon,University of Washington]}",comparison_engine,compare entities
schools like syracuse but smaller classes,college_student,recommendation,complex,"{reference:Syracuse,class_size:smaller}",agentic,needs recommendations
what does conditional acceptance mean,college_student,admissions_process,medium,{},llm,admissions concept
how freelance income affects financial aid,college_student,cost_financial_aid,medium,{},llm,cost aid
schools with strong student journalism,college_student,campus_life_fit,llm_needed,{},llm,subjective fit
colleges with strong diplomacy career placement,college_student,career_outcomes,medium,{},llm,outcomes
quinnipiac university,parent,exact_lookup,short_circuit,{school:Quinnipiac},typesense_only,simple entity
does belmont require on campus housing,parent,attribute_lookup,short_circuit,"{school:Belmont,attribute:housing}",typesense_only,parent framing
colleges near state borders,parent,filtered_search,medium,{location:state borders},search,1–2 filters
academically supportive colleges with internship pipelines,parent,multi_constraint,complex,"{academics:supportive,internships:true}",agentic,multi-constraint
fairfield vs providence college,parent,comparison,complex,"{schools:[Fairfield,Providence College]}",comparison_engine,compare entities
good colleges for students who change majors often,parent,recommendation,complex,{},agentic,needs recommendations
how business ownership affects financial aid,parent,cost_financial_aid,medium,{},llm,cost aid
schools with strong writing centers,parent,campus_life_fit,llm_needed,{},llm,subjective fit
career outcomes for marketing majors,parent,career_outcomes,medium,{},llm,outcomes
how to compare net price calculators,parent,admissions_process,medium,{},llm,decision support
what is academic context index,counselor_teacher,guidance,medium,{},llm,advising
schools in the upper midwest,counselor_teacher,filtered_search,medium,{location:Upper Midwest},search,1–2 filters
how to advise undecided students,counselor_teacher,guidance,medium,{},llm,advising
colleges with flexible gen ed requirements,counselor_teacher,attribute_lookup,medium,{},llm,academic structure
flagship publics vs selective privates,counselor_teacher,guidance,complex,{},llm,conceptual
oberlin vs grinnell academics,counselor_teacher,comparison,complex,"{schools:[Oberlin,Grinnell]}",comparison_engine,compare academics
stem programs with strong retention support,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that require school reports,counselor_teacher,admissions_process,medium,{},llm,policy
how admissions committees assess context,counselor_teacher,guidance,complex,{},llm,process
fit vs outcomes in list building,counselor_teacher,guidance,complex,{},llm,advising
best schools for health policy careers,advisor,career_outcomes,medium,{},llm,outcomes
top universities for logistics careers,advisor,career_outcomes,medium,{},llm,outcomes
schools like usc for media studies,advisor,recommendation,complex,{reference:USC},agentic,needs recommendations
top transportation engineering programs,advisor,filtered_search,medium,{field:transportation engineering},search,1–2 filters
elite universities with strong regional influence,advisor,recommendation,complex,{},agentic,recommendations
texas vs ucla alumni networks,advisor,comparison,complex,"{schools:[University of Texas,UCLA]}",comparison_engine,compare outcomes
how employers evaluate project portfolios,advisor,guidance,medium,{},llm,career guidance
schools with strong cooperative education models,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional labor market specialization,advisor,guidance,complex,{},llm,conceptual
program specialization vs generalist degrees,advisor,guidance,complex,{},llm,advising
institutional access controls,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school profile audit history,college_b2b,profile_management,medium,{},b2b_portal,B2B
admissions volume forecasting,college_b2b,analytics_request,complex,{},analytics,B2B data
compare early interest signals by channel,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with student success platforms,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search demand by academic field,college_b2b,analytics_request,medium,{},analytics,B2B data
recommendation bias monitoring,college_b2b,guidance,medium,{},llm,B2B logic
increase transfer applicant visibility,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise data retention policy,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
historical yield trend exports,college_b2b,profile_management,medium,{},b2b_portal,B2B
macalester college,high_school_student,exact_lookup,short_circuit,{school:Macalester},typesense_only,simple entity
uc santa cruz acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UC Santa Cruz,metric:acceptance_rate}",typesense_only,single attribute
schools in alaska,high_school_student,filtered_search,medium,{location:Alaska},search,1–2 filters
affordable colleges with strong marine science programs,high_school_student,multi_constraint,complex,"{program:marine science,cost:low}",agentic,multi-constraint
tennessee vs kentucky universities,high_school_student,comparison,complex,"{schools:[University of Tennessee,University of Kentucky]}",comparison_engine,compare entities
schools like smu but public,high_school_student,recommendation,complex,"{reference:SMU,school_type:public}",agentic,needs recommendations
do colleges weigh course rigor by school,high_school_student,admissions_process,medium,{},llm,admissions evaluation
how important are recommendation letters,high_school_student,admissions_process,medium,{},llm,application strategy
schools with strong sense of community,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
best colleges for environmental policy careers,high_school_student,career_outcomes,medium,{field:environmental policy},llm,outcomes
whitman college,college_student,exact_lookup,short_circuit,{school:Whitman},typesense_only,simple entity
san jose state housing,college_student,attribute_lookup,short_circuit,"{school:San Jose State,attribute:housing}",typesense_only,single attribute
schools in the red river valley,college_student,filtered_search,medium,{location:Red River Valley},search,1–2 filters
mid sized universities with strong information systems,college_student,multi_constraint,complex,"{program:information systems,size:mid}",agentic,multi-constraint
boise state vs montana state,college_student,comparison,complex,"{schools:[Boise State,Montana State]}",comparison_engine,compare entities
schools like michigan state but urban,college_student,recommendation,complex,"{reference:Michigan State,setting:urban}",agentic,needs recommendations
what does deferred enrollment mean,college_student,admissions_process,medium,{},llm,admissions concept
how stipends affect financial aid,college_student,cost_financial_aid,medium,{},llm,cost aid
schools with strong undergraduate research culture,college_student,campus_life_fit,llm_needed,{},llm,subjective fit
colleges with strong science communication placement,college_student,career_outcomes,medium,{},llm,outcomes
roosevelt university,parent,exact_lookup,short_circuit,{school:Roosevelt University},typesense_only,simple entity
does gonzaga require freshmen housing,parent,attribute_lookup,short_circuit,"{school:Gonzaga,attribute:housing}",typesense_only,parent framing
colleges near national parks,parent,filtered_search,medium,{location:national parks},search,1–2 filters
academically strong colleges with outdoor recreation access,parent,multi_constraint,complex,"{academics:strong,outdoors:true}",agentic,multi-constraint
stonehill vs bentley,parent,comparison,complex,"{schools:[Stonehill,Bentley]}",comparison_engine,compare entities
good colleges for students who want flexibility in schedules,parent,recommendation,complex,{},agentic,needs recommendations
how rental properties affect financial aid,parent,cost_financial_aid,medium,{},llm,cost aid
schools with strong math tutoring centers,parent,campus_life_fit,llm_needed,{},llm,subjective fit
career outcomes for sociology majors,parent,career_outcomes,medium,{},llm,outcomes
how to evaluate loan offers from colleges,parent,admissions_process,medium,{},llm,decision support
what is academic fit threshold,counselor_teacher,guidance,medium,{},llm,advising
schools in the intermountain west,counselor_teacher,filtered_search,medium,{location:Intermountain West},search,1–2 filters
how to advise students considering transfers,counselor_teacher,guidance,medium,{},llm,advising
colleges with pass fail grading options,counselor_teacher,attribute_lookup,medium,{},llm,academic structure
regional publics vs national privates,counselor_teacher,guidance,complex,{},llm,conceptual
lafayette vs bucknell academics,counselor_teacher,comparison,complex,"{schools:[Lafayette,Bucknell]}",comparison_engine,compare academics
stem programs with strong peer mentoring,counselor_teacher,recommendation,complex,{program:STEM},agentic,recommendations
schools that allow counselor follow ups,counselor_teacher,admissions_process,medium,{},llm,policy
how admissions evaluates school context,counselor_teacher,guidance,complex,{},llm,process
fit vs affordability balance,counselor_teacher,guidance,complex,{},llm,advising
best schools for urban analytics careers,advisor,career_outcomes,medium,{},llm,outcomes
top universities for sustainability consulting,advisor,career_outcomes,medium,{},llm,outcomes
schools like tufts for interdisciplinary focus,advisor,recommendation,complex,{reference:Tufts},agentic,needs recommendations
top systems engineering programs,advisor,filtered_search,medium,{field:systems engineering},search,1–2 filters
elite universities with strong teaching focus,advisor,recommendation,complex,{},agentic,recommendations
unc vs wake forest alumni outcomes,advisor,comparison,complex,"{schools:[UNC,Wake Forest]}",comparison_engine,compare outcomes
how employers assess interdisciplinary majors,advisor,guidance,medium,{},llm,career guidance
schools with strong civic engagement programs,advisor,campus_life_fit,llm_needed,{},llm,subjective fit
regional employment clustering effects,advisor,guidance,complex,{},llm,conceptual
program alignment vs prestige signaling,advisor,guidance,complex,{},llm,advising
institutional audit logs access,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
school profile version history,college_b2b,profile_management,medium,{},b2b_portal,B2B
admissions demand sensitivity modeling,college_b2b,analytics_request,complex,{},analytics,B2B data
compare inquiry to application funnels,college_b2b,analytics_request,complex,{},analytics,B2B data
integration with institutional research tools,college_b2b,b2b_partnership,medium,{},sales_pipeline,B2B
search traffic by region reports,college_b2b,analytics_request,medium,{},analytics,B2B data
recommendation relevance tuning,college_b2b,guidance,medium,{},llm,B2B logic
increase awareness among first gen applicants,college_b2b,recommendation,complex,{},agentic,B2B strategy
enterprise data access controls,college_b2b,b2b_partnership,short_circuit,{},sales_pipeline,B2B
historical funnel performance exports,college_b2b,profile_management,medium,{},b2b_portal,B2B
haverford college,high_school_student,exact_lookup,short_circuit,{school:Haverford},typesense_only,simple entity
uc los angeles acceptance rate,high_school_student,attribute_lookup,short_circuit,"{school:UCLA,metric:acceptance_rate}",typesense_only,single attribute
schools in south dakota,high_school_student,filtered_search,medium,{location:South Dakota},search,1–2 filters
affordable colleges with strong meteorology programs,high_school_student,multi_constraint,complex,"{program:meteorology,cost:low}",agentic,multi-constraint
nebraska vs kansas universities,high_school_student,comparison,complex,"{schools:[University of Nebraska,University of Kansas]}",comparison_engine,compare entities
schools like pepperdine but less expensive,high_school_student,recommendation,complex,"{reference:Pepperdine,cost:lower}",agentic,needs recommendations
do colleges value community service hours,high_school_student,admissions_process,medium,{},llm,admissions evaluation
how early should i take ap exams,high_school_student,admissions_process,medium,{},llm,planning
schools with strong peer collaboration,high_school_student,campus_life_fit,llm_needed,{},llm,subjective fit
