Query,Persona,Intent,Complexity,Entities,Route,Notes
create reach target safety list for neuroscience not Florida under 40k,advisor,attribute_lookup,short_circuit,,,single attribute; advisor framing
universities with strong pre-med,college_student,filtered_search,medium,,,1–2 filters
cheapest pre-law schools in the Midwest,high_school_student,cost_financial_aid,medium,,,cost / aid
University of Michigan tuition vs UC Berkeley tuition,parent,comparison,complex,,,compare entities
Carnegie Mellon scholarships,high_school_student,cost_financial_aid,medium,,,cost / aid
MIT sports culture,high_school_student,campus_life_fit,llm_needed,,,subjective fit
large biology colleges near the beach under 30k reach schools,college_student,multi_constraint,complex,,,multi-constraint
UC Berkeley,counselor_teacher,exact_lookup,short_circuit,,,simple entity
Caltech,counselor_teacher,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for aerospace engineering near the beach low tuition,high_school_student,recommendation,complex,,,needs recommendations
schools good for vibe,high_school_student,campus_life_fit,llm_needed,,,subjective fit
universities with strong finance,college_student,filtered_search,medium,,,1–2 filters
schools with high internship placement rates,advisor,career_outcomes,short_circuit,,,outcomes
UC San Diego job placement for data science,college_student,career_outcomes,medium,,,outcomes
Boston University housing guarantee,parent,recommendation,complex,,,needs recommendations; parent framing
Northeastern tuition vs MIT tuition,college_student,comparison,complex,,,compare entities
schools with strong first gen support,counselor_teacher,filtered_search,complex,,,1–2 filters; counselor framing
pricing for partner colleges,counselor_teacher,b2b_partnership,medium,,,B2B
UCLA vs Penn State,parent,comparison,complex,,,compare entities
Virginia Tech job placement for data science,counselor_teacher,career_outcomes,medium,,,outcomes
does University of Florida have aerospace engineering,advisor,attribute_lookup,medium,,,single attribute
colleges in Texas good financial aid with strong research and internships,college_student,multi_constraint,complex,,,multi-constraint
recommend large colleges on the East Coast for nursing not too competitive,college_student,recommendation,complex,,,needs recommendations
University of Michigan vibe,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
small electrical engineering colleges not Florida good financial aid target schools,college_student,multi_constraint,complex,,,multi-constraint
universities with strong philosophy,counselor_teacher,filtered_search,medium,,,1–2 filters
university of washington,counselor_teacher,exact_lookup,short_circuit,,,simple entity
schools like NYU but cheaper,high_school_student,recommendation,llm_needed,,,needs recommendations
colleges in Texas,advisor,filtered_search,medium,,,1–2 filters
four year cost of Virginia Tech including housing,parent,comparison,complex,,,compare entities; parent framing
uc berkeley,counselor_teacher,exact_lookup,short_circuit,,,simple entity
does University of Washington have aerospace engineering,high_school_student,attribute_lookup,short_circuit,,,single attribute
schools like USC but cheaper,parent,recommendation,complex,,,needs recommendations; parent framing
Caltech vs Penn State for aerospace engineering,parent,comparison,complex,,,compare entities
cornell,counselor_teacher,exact_lookup,short_circuit,,,simple entity
affordable biology schools not Florida with good job placement,counselor_teacher,multi_constraint,llm_needed,,,multi-constraint
UC Irvine job placement for chemistry,college_student,career_outcomes,medium,,,outcomes
cheapest engineering schools not Florida,college_student,cost_financial_aid,medium,,,cost / aid
harvard but less stressful,advisor,rewrite_needed,complex,,,needs rewrite; advisor framing
colleges in California full ride options with strong research and internships,counselor_teacher,multi_constraint,llm_needed,,,multi-constraint; counselor framing
recommend small colleges in California for finance not too competitive,advisor,recommendation,complex,,,needs recommendations; advisor framing
affordable pre-med schools near a major tech hub with good job placement,advisor,multi_constraint,complex,,,multi-constraint
student-to-faculty ratio for Columbia,advisor,attribute_lookup,medium,,,single attribute
four year cost of University of Wisconsin including housing,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
University of Maryland tuition vs Rice University tuition,parent,comparison,complex,,,compare entities
Columbia job placement for pre-law,high_school_student,career_outcomes,medium,,,outcomes
best colleges for philosophy job outcomes,counselor_teacher,career_outcomes,medium,,,outcomes
Virginia Tech vs Stanford for pre-law,advisor,comparison,complex,,,compare entities
University of Maryland financial aid for out of state,college_student,cost_financial_aid,medium,,,cost / aid
affordable computer science schools in Texas with good job placement,parent,multi_constraint,complex,,,multi-constraint
create reach target safety list for neuroscience not Florida under 30k,advisor,b2b_partnership,medium,,,B2B; advisor framing
USC tuition vs Purdue tuition,high_school_student,comparison,complex,,,compare entities
schools like Cornell but cheaper,advisor,recommendation,complex,,,needs recommendations
harvard but less stressful,counselor_teacher,rewrite_needed,medium,,,needs rewrite
NYU vs UCLA for public health,counselor_teacher,comparison,complex,,,compare entities
universities with strong business,high_school_student,filtered_search,medium,,,1–2 filters
student-to-faculty ratio for Penn State,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
University of Wisconsin non-competitive culture,parent,campus_life_fit,llm_needed,,,subjective fit
MIT vs Virginia Tech for psychology,high_school_student,comparison,complex,,,compare entities
usc,high_school_student,exact_lookup,short_circuit,,,simple entity
how do i apply to Vanderbilt,advisor,admissions_process,medium,,,how-to / admissions
do i need sat for Arizona State,college_student,admissions_process,medium,,,how-to / admissions
what schools should i apply to for public health in the Midwest under 40k,high_school_student,recommendation,complex,,,needs recommendations
schools like Virginia Tech but cheaper,college_student,recommendation,complex,,,needs recommendations
cheapest pre-law schools near Chicago,college_student,cost_financial_aid,medium,,,cost / aid
schools with normal people,high_school_student,campus_life_fit,medium,,,subjective fit
UC San Diego introverts,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
do i need sat for Virginia Tech,college_student,admissions_process,medium,,,how-to / admissions
create reach target safety list for business near a major tech hub low tuition,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
what schools should i apply to for biology in the Midwest under 20k,high_school_student,recommendation,complex,,,needs recommendations
create reach target safety list for film near the beach low tuition,advisor,campus_life_fit,llm_needed,,,subjective fit; advisor framing
create reach target safety list for mechanical engineering in Texas under 20k,advisor,multi_constraint,complex,,,multi-constraint; advisor framing
create reach target safety list for nursing in Texas under 20k,advisor,exact_lookup,complex,,,simple entity; advisor framing
how do i apply to Penn State,counselor_teacher,admissions_process,complex,,,how-to / admissions; counselor framing
colleges near a major tech hub,college_student,filtered_search,medium,,,1–2 filters
Arizona State financial aid for out of state,counselor_teacher,cost_financial_aid,medium,,,cost / aid
Boston University vs Virginia Tech,college_student,comparison,complex,,,compare entities
University of Florida,counselor_teacher,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for public health in California full ride options,counselor_teacher,recommendation,complex,,,needs recommendations
cheapest psychology schools near the beach,college_student,cost_financial_aid,medium,,,cost / aid
colleges on the East Coast under 40k with strong research and internships,counselor_teacher,multi_constraint,complex,,,multi-constraint
University of Wisconsin financial aid for out of state,high_school_student,cost_financial_aid,medium,,,cost / aid
Penn State vs UC San Diego,high_school_student,comparison,complex,,,compare entities
cheapest architecture schools on the East Coast,parent,cost_financial_aid,medium,,,cost / aid; parent framing
create reach target safety list for data science near a major tech hub under 30k,advisor,career_outcomes,complex,,,outcomes; advisor framing
schools good for non-competitive culture,college_student,campus_life_fit,short_circuit,,,subjective fit
universities with strong nursing,parent,filtered_search,medium,,,1–2 filters
Purdue vs University of Florida for nursing,college_student,comparison,complex,,,compare entities
four year cost of Penn State including housing,parent,rewrite_needed,complex,,,needs rewrite; parent framing
four year cost of University of Washington including housing,parent,admissions_process,medium,,,how-to / admissions; parent framing
cheapest neuroscience schools in California,high_school_student,cost_financial_aid,medium,,,cost / aid
do i need sat for UC Berkeley,parent,admissions_process,medium,,,how-to / admissions
schools in California with low student-to-faculty ratio,high_school_student,filtered_search,medium,,,1–2 filters
Vanderbilt,parent,exact_lookup,complex,,,simple entity
University of Washington tuition vs Northwestern tuition,high_school_student,comparison,llm_needed,,,compare entities
four year cost of Brown including housing,parent,rewrite_needed,complex,,,needs rewrite; parent framing
cheapest pre-med schools not Florida,counselor_teacher,cost_financial_aid,medium,,,cost / aid
recommend small colleges in the Midwest for computer science reach schools,parent,recommendation,complex,,,needs recommendations
create reach target safety list for economics in Texas low tuition,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
UC San Diego financial aid for out of state,college_student,cost_financial_aid,medium,,,cost / aid
colleges near Chicago,parent,filtered_search,medium,,,1–2 filters
northeastern,counselor_teacher,exact_lookup,short_circuit,,,simple entity
University of Washington tuition vs Boston University tuition,high_school_student,comparison,complex,,,compare entities
University of Washington application deadlines,counselor_teacher,admissions_process,medium,,,how-to / admissions; counselor framing
University of Washington,high_school_student,exact_lookup,short_circuit,,,simple entity
schools with strong first gen support,counselor_teacher,career_outcomes,complex,,,outcomes; counselor framing
recommend small colleges not Florida for public health reach schools,parent,recommendation,complex,,,needs recommendations
location for University of Maryland,high_school_student,attribute_lookup,short_circuit,,,single attribute
does Princeton have pre-med,high_school_student,attribute_lookup,short_circuit,,,single attribute
create reach target safety list for philosophy in warm states good financial aid,advisor,filtered_search,medium,,,1–2 filters; advisor framing
UC San Diego job placement for philosophy,college_student,career_outcomes,medium,,,outcomes
small engineering colleges not Florida under 30k target schools,college_student,multi_constraint,complex,,,multi-constraint
create reach target safety list for biology on the East Coast good financial aid,advisor,career_outcomes,medium,,,outcomes; advisor framing
affordable philosophy schools not Florida with good job placement,parent,multi_constraint,complex,,,multi-constraint; parent framing
acceptance rate for UC San Diego,parent,attribute_lookup,short_circuit,,,single attribute
Boston University housing guarantee,parent,attribute_lookup,complex,,,single attribute; parent framing
Columbia job placement for film,advisor,career_outcomes,medium,,,outcomes
do i need sat for Cornell,parent,admissions_process,medium,,,how-to / admissions
University of Michigan vs UC Berkeley,parent,comparison,llm_needed,,,compare entities
schools like Cornell but cheaper,college_student,recommendation,complex,,,needs recommendations
recommend small colleges near the beach for pre-med reach schools,high_school_student,recommendation,complex,,,needs recommendations
Brown tuition vs UC Irvine tuition,college_student,comparison,complex,,,compare entities
UT Austin normal people,high_school_student,campus_life_fit,llm_needed,,,subjective fit
affordable computer science schools near the beach with good job placement,parent,multi_constraint,complex,,,multi-constraint
schools near the beach with low student-to-faculty ratio,high_school_student,filtered_search,medium,,,1–2 filters
best colleges for nursing job outcomes,advisor,career_outcomes,medium,,,outcomes; advisor framing
affordable finance schools in Texas with good job placement,counselor_teacher,multi_constraint,complex,,,multi-constraint; counselor framing
Georgia Tech housing guarantee,parent,admissions_process,llm_needed,,,how-to / admissions; parent framing
Northwestern tuition vs Rice University tuition,high_school_student,comparison,complex,,,compare entities
UCLA,parent,exact_lookup,medium,,,simple entity
Rice University,high_school_student,exact_lookup,short_circuit,,,simple entity
does Vanderbilt have philosophy,college_student,attribute_lookup,short_circuit,,,single attribute
Princeton financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
student-to-faculty ratio for Boston University,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
University of Wisconsin admissions profile average sat and gpa,counselor_teacher,b2b_partnership,medium,,,B2B; counselor framing
northwestern,advisor,exact_lookup,short_circuit,,,simple entity; advisor framing
recommend small colleges in warm states for data science safety schools,counselor_teacher,recommendation,complex,,,needs recommendations
schools like Stanford but cheaper,high_school_student,recommendation,medium,,,needs recommendations
Vanderbilt internships,advisor,attribute_lookup,short_circuit,,,single attribute
USC vs UC San Diego for nursing,advisor,comparison,complex,,,compare entities
affordable nursing schools in Texas with good job placement,high_school_student,multi_constraint,complex,,,multi-constraint
Virginia Tech but cheaper,high_school_student,rewrite_needed,complex,,,needs rewrite
small business colleges not Florida under 30k not too competitive,counselor_teacher,multi_constraint,complex,,,multi-constraint
University of Florida,parent,exact_lookup,short_circuit,,,simple entity; parent framing
University of Michigan housing guarantee,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
Vanderbilt but cheaper,counselor_teacher,rewrite_needed,complex,,,needs rewrite
Arizona State housing guarantee,parent,recommendation,complex,,,needs recommendations; parent framing
UC San Diego vs Arizona State for economics,parent,comparison,complex,,,compare entities
university of michigan,advisor,exact_lookup,short_circuit,,,simple entity
best colleges for philosophy job outcomes,parent,career_outcomes,medium,,,outcomes
medium-sized philosophy colleges near Chicago low tuition reach schools,high_school_student,multi_constraint,complex,,,multi-constraint
what essays does Purdue require,counselor_teacher,admissions_process,medium,,,how-to / admissions
UT Austin introverts,parent,campus_life_fit,llm_needed,,,subjective fit
affordable architecture schools in California with good job placement,high_school_student,multi_constraint,complex,,,multi-constraint
northwestern,advisor,exact_lookup,llm_needed,,,simple entity
colleges in California low tuition with strong research and internships,high_school_student,multi_constraint,complex,,,multi-constraint
universities with strong electrical engineering,advisor,filtered_search,medium,,,1–2 filters
affordable philosophy schools in the Midwest with good job placement,counselor_teacher,multi_constraint,complex,,,multi-constraint
Northwestern normal people,parent,campus_life_fit,complex,,,subjective fit; parent framing
Vanderbilt non-competitive culture,advisor,campus_life_fit,llm_needed,,,subjective fit
how do i apply to MIT,parent,admissions_process,llm_needed,,,how-to / admissions; parent framing
colleges in Texas,college_student,filtered_search,medium,,,1–2 filters
Vanderbilt but cheaper,parent,rewrite_needed,complex,,,needs rewrite
Stanford financial aid,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
Virginia Tech,parent,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for data science in California full ride options,advisor,recommendation,medium,,,needs recommendations
university of florida,college_student,exact_lookup,short_circuit,,,simple entity
what schools should i apply to for electrical engineering near Chicago low tuition,college_student,recommendation,complex,,,needs recommendations
Duke admissions profile average sat and gpa,counselor_teacher,recommendation,llm_needed,,,needs recommendations; counselor framing
recommend small colleges near the beach for nursing reach schools,college_student,recommendation,complex,,,needs recommendations
best colleges for pre-law job outcomes,college_student,career_outcomes,medium,,,outcomes
ucla,college_student,exact_lookup,short_circuit,,,simple entity
what essays does UC Irvine require,advisor,admissions_process,medium,,,how-to / admissions
UCLA acceptance rate,parent,attribute_lookup,short_circuit,,,single attribute
UC Berkeley tuition vs Harvard tuition,high_school_student,comparison,complex,,,compare entities
how do i apply to University of Washington,high_school_student,admissions_process,medium,,,how-to / admissions
rice university,college_student,exact_lookup,short_circuit,,,simple entity
Washington,high_school_student,exact_lookup,short_circuit,,,simple entity
recommend medium-sized colleges in the Midwest for engineering safety schools,high_school_student,recommendation,complex,,,needs recommendations
do i need sat for Virginia Tech,advisor,admissions_process,medium,,,how-to / admissions
best nursing schools in California,college_student,filtered_search,medium,,,1–2 filters
UC Irvine housing guarantee,parent,comparison,complex,,,compare entities; parent framing
best colleges for pre-law job outcomes,high_school_student,career_outcomes,medium,,,outcomes
affordable biology schools in Texas with good job placement,high_school_student,multi_constraint,complex,,,multi-constraint
Caltech housing guarantee,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
large biology colleges near Chicago full ride options not too competitive,college_student,multi_constraint,complex,,,multi-constraint
affordable film schools near Chicago with good job placement,counselor_teacher,multi_constraint,complex,,,multi-constraint
medium-sized economics colleges on the East Coast under 40k not too competitive,advisor,multi_constraint,complex,,,multi-constraint; advisor framing
best pre-med schools in California,high_school_student,filtered_search,medium,,,1–2 filters
University of Wisconsin chill campus,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
create reach target safety list for political science in Texas under 20k,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
Purdue job placement for philosophy,college_student,career_outcomes,medium,,,outcomes
Arizona State housing guarantee,parent,comparison,complex,,,compare entities; parent framing
Purdue tuition vs Cornell tuition,advisor,comparison,complex,,,compare entities
how do i apply to Northwestern,counselor_teacher,admissions_process,medium,,,how-to / admissions; counselor framing
medium-sized nursing colleges near a major tech hub under 20k reach schools,college_student,multi_constraint,complex,,,multi-constraint
Harvard job placement for computer science,counselor_teacher,career_outcomes,medium,,,outcomes
best neuroscience schools in warm states,high_school_student,filtered_search,medium,,,1–2 filters
schools good for non-competitive culture,counselor_teacher,campus_life_fit,llm_needed,,,subjective fit
UCLA vs Virginia Tech,high_school_student,comparison,complex,,,compare entities
UC Irvine but cheaper,counselor_teacher,rewrite_needed,complex,,,needs rewrite
create reach target safety list for mechanical engineering near the beach under 30k,advisor,comparison,complex,,,compare entities; advisor framing
Georgia Tech student-to-faculty ratio,counselor_teacher,attribute_lookup,llm_needed,,,single attribute
universities with strong finance,high_school_student,filtered_search,medium,,,1–2 filters
Purdue vs Cornell,counselor_teacher,comparison,complex,,,compare entities
does University of Washington have engineering,advisor,attribute_lookup,short_circuit,,,single attribute
schools like Northwestern but cheaper,parent,recommendation,complex,,,needs recommendations
USC tuition vs UC Irvine tuition,college_student,comparison,complex,,,compare entities
recommend small colleges near a major tech hub for pre-med target schools,counselor_teacher,recommendation,complex,,,needs recommendations
cheapest architecture schools on the East Coast,counselor_teacher,cost_financial_aid,medium,,,cost / aid
best colleges for data science job outcomes,advisor,career_outcomes,medium,,,outcomes
UT Austin vs UC Berkeley,counselor_teacher,comparison,complex,,,compare entities; counselor framing
how do i apply to Harvard,high_school_student,admissions_process,medium,Entities,Route,how-to / admissions
University of Maryland job placement for pre-med,counselor_teacher,career_outcomes,medium,,,outcomes
cheapest film schools near the beach,high_school_student,cost_financial_aid,medium,,,cost / aid
best colleges for aerospace engineering job outcomes,advisor,career_outcomes,medium,,,outcomes; advisor framing
schools like Georgia Tech but cheaper,counselor_teacher,recommendation,complex,,,needs recommendations
Harvard but cheaper,advisor,rewrite_needed,complex,,,needs rewrite
Virginia Tech vs Penn State for public health,high_school_student,comparison,complex,,,compare entities
best business schools on the East Coast,college_student,filtered_search,medium,,,1–2 filters
NYU tuition vs Columbia tuition,high_school_student,comparison,complex,,,compare entities
does Arizona State have mechanical engineering,high_school_student,attribute_lookup,short_circuit,,,single attribute
best pre-law schools near a major tech hub,advisor,filtered_search,medium,,,1–2 filters
create reach target safety list for chemistry in Texas under 20k,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
Duke,college_student,exact_lookup,complex,,,simple entity
does Brown have finance,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
best architecture schools in Texas,high_school_student,filtered_search,medium,,,1–2 filters
schools good for non-competitive culture,parent,campus_life_fit,llm_needed,,,subjective fit
Boston University but cheaper,advisor,rewrite_needed,complex,,,needs rewrite
schools good for introverts,parent,campus_life_fit,llm_needed,,,subjective fit; parent framing
recommend large colleges near the beach for psychology reach schools,high_school_student,recommendation,llm_needed,,,needs recommendations
affordable architecture schools near a major tech hub with good job placement,college_student,multi_constraint,complex,,,multi-constraint
MIT application deadlines,college_student,admissions_process,medium,,,how-to / admissions
cheapest architecture schools in California,parent,cost_financial_aid,medium,,,cost / aid
Northeastern vs USC for pre-med,counselor_teacher,comparison,complex,,,compare entities
Vanderbilt vibe,high_school_student,campus_life_fit,llm_needed,,,subjective fit
Harvard financial aid for out of state,advisor,cost_financial_aid,medium,,,cost / aid
Vanderbilt housing guarantee,parent,exact_lookup,short_circuit,,,simple entity; parent framing
affordable public health schools in California with good job placement,parent,multi_constraint,complex,,,multi-constraint
schools in Texas with low student-to-faculty ratio,advisor,filtered_search,medium,,,1–2 filters
affordable political science schools in Texas with good job placement,college_student,multi_constraint,complex,,,multi-constraint
university of florida,high_school_student,exact_lookup,short_circuit,,,simple entity
best electrical engineering schools not Florida,high_school_student,filtered_search,medium,,,1–2 filters
MIT admissions profile average sat and gpa,counselor_teacher,comparison,complex,,,compare entities; counselor framing
small engineering colleges near the beach full ride options reach schools,counselor_teacher,multi_constraint,complex,,,multi-constraint
Columbia application deadlines,college_student,admissions_process,medium,,,how-to / admissions
recommend small colleges in warm states for aerospace engineering reach schools,parent,recommendation,complex,,,needs recommendations; parent framing
Georgia Tech,parent,exact_lookup,short_circuit,,,simple entity
does Purdue have neuroscience,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
cheapest pre-law schools near Chicago,counselor_teacher,cost_financial_aid,medium,,,cost / aid
Boston University,advisor,exact_lookup,short_circuit,,,simple entity
how do i apply to Boston University,counselor_teacher,admissions_process,medium,,,how-to / admissions; counselor framing
Stanford job placement for business,counselor_teacher,career_outcomes,medium,,,outcomes
Rice University housing guarantee,parent,admissions_process,medium,,,how-to / admissions; parent framing
best colleges for public health job outcomes,parent,career_outcomes,medium,,,outcomes
Northeastern housing guarantee,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
ucla vibe but not so expensive,parent,rewrite_needed,llm_needed,,,needs rewrite
Harvard vs University of Florida for neuroscience,parent,comparison,complex,,,compare entities
api access for college partners,counselor_teacher,b2b_partnership,medium,,,B2B; counselor framing
colleges in Texas full ride options with strong research and internships,parent,multi_constraint,complex,,,multi-constraint; parent framing
do i need sat for Rice University,advisor,admissions_process,complex,,,how-to / admissions; advisor framing
cheapest business schools on the East Coast,college_student,cost_financial_aid,medium,,,cost / aid
medium-sized film colleges near Chicago good financial aid reach schools,college_student,multi_constraint,complex,,,multi-constraint
colleges in warm states under 40k with strong research and internships,counselor_teacher,multi_constraint,complex,,,multi-constraint; counselor framing
University of Washington application deadlines,parent,admissions_process,medium,,,how-to / admissions; parent framing
cheapest architecture schools near a major tech hub,counselor_teacher,cost_financial_aid,medium,,,cost / aid
Duke job placement for film,parent,career_outcomes,medium,,,outcomes; parent framing
MIT vs UC Berkeley for business,counselor_teacher,comparison,complex,,,compare entities
University of Michigan but cheaper,high_school_student,rewrite_needed,complex,,,needs rewrite
cheapest neuroscience schools on the East Coast,high_school_student,cost_financial_aid,medium,,,cost / aid
Northeastern tuition vs Georgia Tech tuition,counselor_teacher,comparison,complex,,,compare entities
USC vs UC San Diego,counselor_teacher,comparison,complex,,,compare entities
Duke job placement for nursing,high_school_student,career_outcomes,medium,,,outcomes
does Caltech have chemistry,counselor_teacher,attribute_lookup,short_circuit,,,single attribute
Northeastern scholarships,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
how do i apply to University of Florida,parent,admissions_process,medium,,,how-to / admissions
affordable mechanical engineering schools on the East Coast with good job placement,college_student,multi_constraint,complex,,,multi-constraint
does Caltech have biology,parent,attribute_lookup,short_circuit,,,single attribute
enterprise access for counselors and districts,high_school_student,b2b_partnership,short_circuit,,,B2B
four year cost of UCLA including housing,parent,cost_financial_aid,medium,,,cost / aid; parent framing
University of Michigan introverts,advisor,campus_life_fit,short_circuit,,,subjective fit
large chemistry colleges near a major tech hub under 30k target schools,college_student,multi_constraint,complex,,,multi-constraint
does Northwestern have biology,college_student,attribute_lookup,short_circuit,,,single attribute
colleges near the beach good financial aid with strong research and internships,parent,multi_constraint,complex,,,multi-constraint
what essays does Vanderbilt require,parent,admissions_process,medium,,,how-to / admissions
colleges near the beach full ride options with strong research and internships,parent,multi_constraint,complex,,,multi-constraint
does University of Wisconsin have pre-med,parent,attribute_lookup,short_circuit,,,single attribute; parent framing
Rice University admissions profile average sat and gpa,counselor_teacher,filtered_search,medium,,,1–2 filters; counselor framing
do i need sat for Carnegie Mellon,counselor_teacher,admissions_process,medium,,,how-to / admissions
schools near the beach with low student-to-faculty ratio,college_student,filtered_search,medium,,,1–2 filters
UC Berkeley scholarships,college_student,cost_financial_aid,medium,,,cost / aid
Columbia financial aid for out of state,counselor_teacher,cost_financial_aid,short_circuit,,,cost / aid
create reach target safety list for philosophy near Chicago full ride options,advisor,recommendation,complex,,,needs recommendations; advisor framing
cheapest nursing schools in California,counselor_teacher,cost_financial_aid,medium,,,cost / aid
what schools should i apply to for electrical engineering near a major tech hub under 40k,college_student,recommendation,complex,,,needs recommendations
Northeastern normal people,parent,campus_life_fit,llm_needed,,,subjective fit
what schools should i apply to for biology on the East Coast low tuition,college_student,recommendation,complex,,,needs recommendations
schools like University of Michigan but cheaper,parent,recommendation,complex,,,needs recommendations
api access for college partners,parent,b2b_partnership,complex,,,B2B
UT Austin vs University of Michigan for nursing,parent,comparison,complex,,,compare entities
recommend medium-sized colleges near Chicago for finance safety schools,counselor_teacher,recommendation,complex,,,needs recommendations
housing for University of Michigan,college_student,attribute_lookup,short_circuit,,,single attribute
colleges near the beach,advisor,filtered_search,medium,,,1–2 filters
Boston University housing guarantee,parent,comparison,complex,,,compare entities; parent framing
UC Berkeley vs USC for finance,college_student,comparison,complex,,,compare entities
cheapest engineering schools in California,advisor,cost_financial_aid,medium,,,cost / aid; advisor framing
do i need sat for Northwestern,counselor_teacher,admissions_process,medium,,,how-to / admissions
Northeastern but cheaper,advisor,rewrite_needed,complex,,,needs rewrite
Stanford housing guarantee,parent,comparison,llm_needed,,,compare entities; parent framing
four year cost of Georgia Tech including housing,parent,rewrite_needed,complex,,,needs rewrite; parent framing
affordable data science schools in California with good job placement,college_student,multi_constraint,complex,,,multi-constraint
four year cost of University of Florida including housing,parent,recommendation,complex,,,needs recommendations; parent framing
does University of Florida have engineering,college_student,attribute_lookup,short_circuit,,,single attribute
schools like Stanford but cheaper,counselor_teacher,recommendation,complex,,,needs recommendations
colleges in California,counselor_teacher,filtered_search,medium,,,1–2 filters
Duke,advisor,exact_lookup,short_circuit,,,simple entity
four year cost of Purdue including housing,parent,admissions_process,medium,,,how-to / admissions; parent framing
colleges near a major tech hub,advisor,filtered_search,medium,,,1–2 filters; advisor framing
University of Maryland vs Arizona State,high_school_student,comparison,complex,,,compare entities
pricing for partner colleges,college_b2b,b2b_partnership,complex,,,B2B
UC San Diego admissions profile average sat and gpa,counselor_teacher,filtered_search,medium,,,1–2 filters; counselor framing
how do we update our school profile data,college_student,b2b_partnership,llm_needed,,,B2B
schools good for non-competitive culture,high_school_student,campus_life_fit,llm_needed,,,subjective fit
University of Michigan,parent,exact_lookup,short_circuit,,,simple entity; parent framing
does Columbia have film,counselor_teacher,attribute_lookup,llm_needed,,,single attribute
Caltech vs University of Washington for economics,college_student,comparison,complex,,,compare entities
average SAT for Duke,advisor,attribute_lookup,short_circuit,,,single attribute
colleges on the East Coast,counselor_teacher,filtered_search,short_circuit,,,1–2 filters
University of Washington housing guarantee,parent,multi_constraint,complex,,,multi-constraint; parent framing
Caltech application deadlines,counselor_teacher,admissions_process,medium,,,how-to / admissions
research opportunities for University of Florida,parent,attribute_lookup,short_circuit,,,single attribute
how do i apply to Arizona State,counselor_teacher,admissions_process,medium,,,how-to / admissions
UC San Diego job placement for architecture,high_school_student,career_outcomes,short_circuit,,,outcomes
Penn State tuition vs Caltech tuition,counselor_teacher,comparison,complex,,,compare entities; counselor framing
Rice University vs University of Florida,high_school_student,comparison,complex,,,compare entities
scholarships for Harvard,college_student,attribute_lookup,short_circuit,,,single attribute
what essays does Princeton require,advisor,admissions_process,medium,,,how-to / admissions; advisor framing
recommend large colleges in the Midwest for economics not too competitive,parent,recommendation,complex,,,needs recommendations
schools good for chill campus,high_school_student,campus_life_fit,complex,,,subjective fit
create reach target safety list for chemistry in the Midwest low tuition,advisor,career_outcomes,medium,,,outcomes; advisor framing
best business schools near a major tech hub,advisor,filtered_search,medium,,,1–2 filters; advisor framing
Georgia Tech admissions profile average sat and gpa,counselor_teacher,comparison,complex,,,compare entities; counselor framing
create reach target safety list for pre-med in warm states under 40k,advisor,attribute_lookup,short_circuit,,,single attribute; advisor framing
colleges in warm states,advisor,filtered_search,medium,,,1–2 filters
uc san diego,advisor,exact_lookup,short_circuit,,,simple entity; advisor framing
best political science schools near a major tech hub,parent,filtered_search,medium,,,1–2 filters
affordable neuroscience schools in Texas with good job placement,parent,multi_constraint,complex,,,multi-constraint
Vanderbilt housing guarantee,parent,career_outcomes,medium,,,outcomes; parent framing
recommend medium-sized colleges near a major tech hub for economics reach schools,advisor,recommendation,complex,,,needs recommendations
UCLA average SAT,college_student,attribute_lookup,short_circuit,,,single attribute
colleges not Florida under 40k with strong research and internships,high_school_student,multi_constraint,complex,,,multi-constraint
Princeton vs Boston University,parent,comparison,complex,,,compare entities
Northwestern financial aid for out of state,college_student,cost_financial_aid,medium,,,cost / aid
University of Maryland vs MIT,parent,comparison,complex,,,compare entities
best colleges for film job outcomes,high_school_student,career_outcomes,medium,,,outcomes
MIT average ACT,parent,attribute_lookup,short_circuit,,,single attribute
Georgia Tech admissions profile average sat and gpa,counselor_teacher,exact_lookup,short_circuit,,,simple entity; counselor framing
Northeastern,advisor,exact_lookup,short_circuit,,,simple entity
schools good for introverts,counselor_teacher,campus_life_fit,medium,,,subjective fit
