Query,Persona,Intent,Complexity,Entities,Route,Notes
colleges with strong urban ecology programs,highschool student,multi_constraint,complex,"urban ecology, programs, environment, college",academic_program_info,program combo
schools with student-run sustainability newsletters,highschool student,attribute_lookup,medium,"sustainability, student-led, newsletters, initiatives, school",campus_services_info,campus culture
universities with high satisfaction rates among first-gen students,highschool student,filtered_search,llm_needed,"first-generation, support, satisfaction, university",college_search,student support
colleges with strong library research support for undergrads,highschool student,attribute_lookup,medium,"library, research support, undergraduate, college",campus_services_info,academic support
schools with student-run architecture competitions,highschool student,attribute_lookup,medium,"architecture, student-run, competitions, clubs, school",campus_services_info,extracurricular
universities with strong medical anthropology programs,highschool student,multi_constraint,complex,"medical anthropology, programs, medicine, anthropology, university",academic_program_info,program combo
colleges with campus cooking classes or culinary programs,highschool student,attribute_lookup,medium,"cooking classes, culinary, campus, dining, college",campus_services_info,campus perks
schools with active photography clubs,highschool student,attribute_lookup,medium,"photography, clubs, student organizations, school",campus_services_info,extracurricular
universities with research in stem cell and regenerative medicine,highschool student,attribute_lookup,complex,"stem cell, regenerative medicine, research, undergraduate, university",academic_program_info,research focus
colleges with strong geopolitics or security studies programs,highschool student,attribute_lookup,medium,"geopolitics, security studies, programs, college",academic_program_info,program lookup
schools with campus innovation challenge grants for students,highschool student,attribute_lookup,medium,"innovation, entrepreneurship, programs, grants, school",campus_services_info,entrepreneurship
universities with active housing justice student organizations,highschool student,attribute_lookup,medium,"housing, justice, student organizations, clubs, university",campus_services_info,campus culture
colleges with strong Latin or Ancient Greek programs,highschool student,attribute_lookup,medium,"Latin, Ancient Greek, language programs, college",academic_program_info,program lookup
schools near vibrant immigrant communities for language immersion,highschool student,filtered_search,llm_needed,"location, immigrant communities, language, immersion, school",college_search,location + campus culture
universities with student-led science policy organizations,highschool student,attribute_lookup,medium,"science policy, student-led, organizations, clubs, university",campus_services_info,extracurricular
colleges with strong gerontology programs,highschool student,attribute_lookup,medium,"gerontology, programs, college",academic_program_info,program lookup
schools with campus maker faires or innovation showcases,highschool student,attribute_lookup,medium,"maker faire, innovation, entrepreneurship, campus, school",campus_services_info,campus culture
universities with research in advanced manufacturing,highschool student,attribute_lookup,complex,"advanced manufacturing, research, undergraduate, university",academic_program_info,research focus
colleges with on-campus emergency food resources,highschool student,attribute_lookup,short_circuit,"emergency food, campus, services, college",campus_services_info,campus support
schools with strong organizational behavior programs,highschool student,attribute_lookup,medium,"organizational behavior, programs, school",academic_program_info,program lookup
universities with active student-run investment portfolios,highschool student,attribute_lookup,complex,"investment clubs, student-run, portfolios, university",campus_services_info,extracurricular
colleges with strong photonics or optics research,highschool student,attribute_lookup,complex,"photonics, optics, research, undergraduate, college",academic_program_info,research focus
schools where faculty mentor students in independent projects,highschool student,emotional_advisory,llm_needed,"faculty, mentorship, independent projects, school",college_search,academic culture
universities with active community gardening programs,highschool student,attribute_lookup,medium,"community service, gardening, programs, university",campus_services_info,community
colleges with strong African language programs,highschool student,attribute_lookup,medium,"African language, programs, college",academic_program_info,program lookup
schools with student-run tutoring businesses,highschool student,attribute_lookup,medium,"peer-led tutoring, student-run, programs, school",campus_services_info,extracurricular
universities with research in drug discovery,highschool student,attribute_lookup,complex,"drug discovery, research, undergraduate, university",academic_program_info,research focus
colleges near rivers with active rowing teams,highschool student,filtered_search,medium,"location, rivers, rowing, clubs, college",college_search,location + extracurricular
schools with active zero waste student initiatives,highschool student,attribute_lookup,medium,"zero waste, sustainability, student-led, initiatives, school",campus_services_info,campus culture
universities with strong cognitive psychology research,highschool student,attribute_lookup,medium,"cognitive psychology, research, undergraduate, university",academic_program_info,research focus
colleges with on-campus movie theaters,highschool student,attribute_lookup,short_circuit,"movie theaters, on-campus, facilities, college",campus_services_info,unique campus feature
schools with student government controlling sustainability budgets,highschool student,multi_constraint,complex,"student government, sustainability, student-led, budget, school",campus_services_info,campus culture
universities with active Asian Pacific Islander student organizations,highschool student,attribute_lookup,medium,"Asian Pacific Islander, clubs, student organizations, university",campus_services_info,campus culture
colleges with strong sports psychology programs,highschool student,multi_constraint,complex,"sports psychology, programs, sports, psychology, college",academic_program_info,program combo
schools with strong aerospace policy programs,highschool student,multi_constraint,complex,"aerospace policy, programs, aerospace, policy, school",academic_program_info,program combo
universities with undergraduate access to high-performance computing,highschool student,attribute_lookup,complex,"high-performance computing, STEM labs, facilities, undergraduate, university",campus_services_info,facilities
colleges with active campus literary magazines,highschool student,attribute_lookup,medium,"literary magazines, clubs, student organizations, college",campus_services_info,extracurricular
schools with strong environmental law programs,highschool student,multi_constraint,complex,"environmental law, programs, environment, law, school",academic_program_info,program combo
universities with strong Holocaust and genocide studies programs,highschool student,attribute_lookup,medium,"Holocaust studies, genocide studies, programs, university",academic_program_info,program lookup
colleges with student-run cooking competitions,highschool student,attribute_lookup,short_circuit,"cooking competitions, student-run, clubs, college",campus_services_info,quirky extracurricular
schools with on-campus wellness coaching programs,highschool student,attribute_lookup,medium,"wellness, coaching, programs, campus, school",campus_services_info,wellness
universities with research in sociogenomics,highschool student,attribute_lookup,complex,"sociogenomics, research, undergraduate, university",academic_program_info,research focus
colleges with strong product design programs,highschool student,attribute_lookup,medium,"product design, programs, college",academic_program_info,program lookup
schools with campus-wide language exchange programs,highschool student,attribute_lookup,medium,"language exchange, programs, campus, study abroad, school",study_abroad_advising,campus perks
universities with active student tech incubators,highschool student,attribute_lookup,medium,"tech incubators, entrepreneurship, programs, student-run, university",campus_services_info,entrepreneurship
colleges with strong women's and gender studies programs,highschool student,attribute_lookup,medium,"women's studies, gender studies, programs, college",academic_program_info,program lookup
schools with student-run diversity awards programs,highschool student,attribute_lookup,medium,"diversity, student body, student-run, awards, school",campus_services_info,campus culture
universities with research in developmental psychology,highschool student,attribute_lookup,medium,"developmental psychology, research, undergraduate, university",academic_program_info,research focus
colleges with active board game or tabletop clubs,highschool student,attribute_lookup,medium,"board games, tabletop, clubs, student organizations, college",campus_services_info,extracurricular
schools with strong biomedical imaging programs,highschool student,multi_constraint,complex,"biomedical imaging, programs, biomedical, imaging, school",academic_program_info,program combo
universities with campus bee observation hives,highschool student,attribute_lookup,short_circuit,"bee hives, campus, unique feature, university",campus_services_info,unique campus feature
colleges where most students know their professors by name,highschool student,emotional_advisory,llm_needed,"student-to-faculty ratio, low, faculty culture, college",college_search,faculty culture
schools with student-run Wikipedia editing clubs,highschool student,attribute_lookup,short_circuit,"Wikipedia, student-run, clubs, school",campus_services_info,extracurricular
universities with strong community development programs,highschool student,attribute_lookup,medium,"community development, programs, university",academic_program_info,program lookup
colleges with strong East European or Slavic studies programs,highschool student,attribute_lookup,medium,"East European studies, Slavic studies, programs, college",academic_program_info,program lookup
schools where academic pressure is low but achievement is high,highschool student,emotional_advisory,llm_needed,"honors program, low-stress, campus culture, achievement, school",college_search,campus culture
universities with access to ocean research vessels,highschool student,attribute_lookup,complex,"ocean research, vessels, STEM labs, facilities, university",campus_services_info,facilities
colleges with strong technology ethics programs,highschool student,multi_constraint,complex,"technology ethics, programs, tech, ethics, college",academic_program_info,program combo
schools with student-run community newsletters,highschool student,attribute_lookup,medium,"community service, newsletters, student-run, school",campus_services_info,extracurricular
universities with research in social neuroscience,highschool student,attribute_lookup,complex,"social neuroscience, research, undergraduate, university",academic_program_info,research focus
colleges with strong cybersecurity programs,highschool student,attribute_lookup,medium,"cybersecurity, programs, college",academic_program_info,program lookup
universities offering game design degrees,highschool student,attribute_lookup,medium,"game design, degrees, university",academic_program_info,program lookup
schools with top-ranked nursing programs,highschool student,attribute_lookup,medium,"nursing, ranked, programs, school",academic_program_info,program lookup
colleges with environmental science majors,highschool student,attribute_lookup,medium,"environmental science, majors, college",academic_program_info,program lookup
universities with aerospace engineering programs,highschool student,attribute_lookup,medium,"aerospace engineering, programs, university",academic_program_info,program lookup
schools offering forensic science degrees,highschool student,attribute_lookup,medium,"forensic science, degrees, school",academic_program_info,program lookup
colleges with music production programs,highschool student,attribute_lookup,medium,"music production, programs, college",academic_program_info,program lookup
universities with fashion design programs,highschool student,attribute_lookup,medium,"fashion design, programs, university",academic_program_info,program lookup
schools with strong marine biology programs,highschool student,attribute_lookup,medium,"marine biology, programs, school",academic_program_info,program lookup
colleges offering urban planning degrees,highschool student,attribute_lookup,medium,"urban planning, degrees, college",academic_program_info,program lookup
universities with sports management programs,highschool student,attribute_lookup,medium,"sports management, programs, university",academic_program_info,program lookup
schools with film studies majors,highschool student,attribute_lookup,medium,"film studies, majors, school",academic_program_info,program lookup
colleges with animation and visual effects programs,highschool student,attribute_lookup,medium,"animation, visual effects, programs, college",academic_program_info,program lookup
universities offering public health degrees,highschool student,attribute_lookup,medium,"public health, degrees, university",academic_program_info,program lookup
schools with robotics engineering programs,highschool student,attribute_lookup,medium,"robotics, engineering, programs, school",academic_program_info,program lookup
colleges with international business programs,highschool student,attribute_lookup,medium,"international business, programs, college",academic_program_info,program lookup
universities with kinesiology programs,highschool student,attribute_lookup,medium,"kinesiology, programs, university",academic_program_info,program lookup
schools offering landscape architecture degrees,highschool student,attribute_lookup,medium,"landscape architecture, degrees, school",academic_program_info,program lookup
colleges with culinary arts programs,highschool student,attribute_lookup,medium,"culinary arts, programs, college",academic_program_info,program lookup
universities with social work degrees,highschool student,attribute_lookup,medium,"social work, degrees, university",academic_program_info,program lookup
colleges with data science undergraduate programs,highschool student,attribute_lookup,medium,"data science, undergraduate, college",academic_program_info,program lookup
universities with biochemistry and molecular biology majors,highschool student,attribute_lookup,medium,"biochemistry, molecular biology, university",academic_program_info,program lookup
schools with architecture programs accredited by NAAB,highschool student,attribute_lookup,medium,"architecture, NAAB, accredited, school",academic_program_info,program lookup
colleges with applied mathematics programs,highschool student,attribute_lookup,medium,"applied mathematics, programs, college",academic_program_info,program lookup
schools with dental hygiene programs,highschool student,attribute_lookup,medium,"dental hygiene, programs, school",academic_program_info,program lookup
colleges with supply chain and logistics programs,highschool student,attribute_lookup,medium,"supply chain, logistics, college",academic_program_info,program lookup
universities with public policy undergraduate programs,highschool student,attribute_lookup,medium,"public policy, undergraduate, university",academic_program_info,program lookup
schools with occupational therapy programs,highschool student,attribute_lookup,medium,"occupational therapy, programs, school",academic_program_info,program lookup
colleges with electrical and computer engineering programs,highschool student,attribute_lookup,medium,"electrical, computer engineering, college",academic_program_info,program lookup
universities with pharmacy programs,highschool student,attribute_lookup,medium,"pharmacy, programs, university",academic_program_info,program lookup
schools with physical therapy doctorate programs,highschool student,attribute_lookup,medium,"physical therapy, doctorate, school",academic_program_info,program lookup
colleges with graphic design and visual communication programs,highschool student,attribute_lookup,medium,"graphic design, visual communication, college",academic_program_info,program lookup
universities with aviation and pilot training programs,highschool student,attribute_lookup,medium,"aviation, pilot training, university",academic_program_info,program lookup
schools with information systems and management programs,highschool student,attribute_lookup,medium,"information systems, management, school",academic_program_info,program lookup
colleges with theology and religious studies degrees,highschool student,attribute_lookup,medium,"theology, religious studies, college",academic_program_info,program lookup
universities with political science and government programs,highschool student,attribute_lookup,medium,"political science, government, university",academic_program_info,program lookup
schools with criminology and criminal justice majors,highschool student,attribute_lookup,medium,"criminology, criminal justice, school",academic_program_info,program lookup
colleges with nutrition and dietetics programs,highschool student,attribute_lookup,medium,"nutrition, dietetics, programs, college",academic_program_info,program lookup
universities with speech and language pathology programs,highschool student,attribute_lookup,medium,"speech, language pathology, university",academic_program_info,program lookup
schools with agricultural science programs,highschool student,attribute_lookup,medium,"agricultural science, programs, school",academic_program_info,program lookup
colleges with economics and finance dual programs,highschool student,attribute_lookup,medium,"economics, finance, dual program, college",academic_program_info,program lookup
universities with library science and information programs,highschool student,attribute_lookup,medium,"library science, information, university",academic_program_info,program lookup
schools with materials engineering programs,highschool student,attribute_lookup,medium,"materials engineering, programs, school",academic_program_info,program lookup
colleges with human factors and ergonomics programs,highschool student,attribute_lookup,medium,"human factors, ergonomics, college",academic_program_info,program lookup
universities with interdisciplinary studies programs,highschool student,attribute_lookup,medium,"interdisciplinary studies, university",academic_program_info,program lookup
schools with museum studies and curation programs,highschool student,attribute_lookup,medium,"museum studies, curation, school",academic_program_info,program lookup
colleges with bioethics programs,highschool student,attribute_lookup,medium,"bioethics, programs, college",academic_program_info,program lookup
schools with performing arts management programs,highschool student,attribute_lookup,medium,"performing arts management, programs, school",academic_program_info,program lookup
universities with on-campus health clinics,highschool student,attribute_lookup,short_circuit,"health clinic, campus, university",campus_services_info,campus perks
colleges with 24-hour libraries,highschool student,attribute_lookup,short_circuit,"library, 24-hour, college",campus_services_info,campus perks
schools with student-run coffee shops,highschool student,attribute_lookup,short_circuit,"coffee shop, student-run, school",campus_services_info,quirky campus feature
universities with rock climbing walls on campus,highschool student,attribute_lookup,short_circuit,"rock climbing, campus, university",campus_services_info,campus perks
colleges with campus gardens,highschool student,attribute_lookup,short_circuit,"garden, campus, college",campus_services_info,quirky campus feature
schools with free gym access for students,highschool student,attribute_lookup,short_circuit,"gym, free, campus, school",campus_services_info,campus perks
universities with student-run radio stations,highschool student,attribute_lookup,short_circuit,"radio station, student-run, university",campus_services_info,quirky campus feature
colleges with campus movie theaters,highschool student,attribute_lookup,short_circuit,"movie theater, campus, college",campus_services_info,campus perks
schools with free public transportation passes,highschool student,attribute_lookup,short_circuit,"transportation, free, campus, school",campus_services_info,campus perks
universities with campus swimming pools,highschool student,attribute_lookup,short_circuit,"swimming pool, campus, university",campus_services_info,campus perks
universities with bike sharing programs on campus,highschool student,attribute_lookup,short_circuit,"bike sharing, campus, university",campus_services_info,campus perks
colleges with dedicated meditation or wellness rooms,highschool student,attribute_lookup,short_circuit,"meditation, wellness room, college",campus_services_info,campus perks
schools with student-run newspapers or media outlets,highschool student,attribute_lookup,short_circuit,"student newspaper, media, school",campus_services_info,extracurricular
universities with dedicated maker spaces or fab labs,highschool student,attribute_lookup,short_circuit,"maker space, fab lab, university",campus_services_info,campus perks
colleges with horse or equestrian facilities on campus,highschool student,attribute_lookup,short_circuit,"equestrian, horses, campus, college",campus_services_info,quirky campus feature
schools with rooftop gardens or green spaces,highschool student,attribute_lookup,short_circuit,"rooftop garden, green space, school",campus_services_info,quirky campus feature
colleges with full-ride merit scholarships,highschool student,filtered_search,complex,"merit scholarship, full-ride, college",financial_aid_advising,financial aid
universities that meet 100% of demonstrated need,highschool student,filtered_search,complex,"financial need, scholarship, university",financial_aid_advising,financial aid
schools with no-loan financial aid policies,highschool student,filtered_search,complex,"no-loan, financial aid, school",financial_aid_advising,financial aid
universities offering first-generation student grants,highschool student,attribute_lookup,medium,"first-generation, grants, university",financial_aid_advising,financial aid
schools with renewable merit scholarships,highschool student,attribute_lookup,medium,"renewable, merit scholarship, school",financial_aid_advising,financial aid
universities with athletic scholarships for soccer,highschool student,attribute_lookup,medium,"athletic scholarship, soccer, university",financial_aid_advising,financial aid
universities with need-blind international student admissions,highschool student,filtered_search,complex,"need-blind, international, university",financial_aid_advising,financial aid
colleges with STEM-specific scholarship programs,highschool student,attribute_lookup,medium,"STEM, scholarship, college",financial_aid_advising,financial aid
schools with art and creative talent scholarships,highschool student,attribute_lookup,medium,"art, creative, talent scholarship, school",financial_aid_advising,financial aid
colleges with community service scholarship programs,highschool student,attribute_lookup,medium,"community service, scholarship, college",financial_aid_advising,financial aid
schools offering free community college for low income residents,highschool student,attribute_lookup,medium,"free, community college, low income, school",financial_aid_advising,financial aid
schools with alumni legacy scholarships,highschool student,attribute_lookup,medium,"alumni, legacy, scholarship, school",financial_aid_advising,financial aid
universities with diversity scholarship programs,highschool student,attribute_lookup,medium,"diversity, scholarship, university",financial_aid_advising,financial aid
how to ask for a higher financial aid package,highschool student,emotional_advisory,llm_needed,"financial aid, appeal, negotiation",financial_aid_advising,financial aid
what is the difference between a grant and a scholarship,highschool student,attribute_lookup,medium,"grant, scholarship, difference",financial_aid_advising,financial aid
how to find private scholarships for college,highschool student,emotional_advisory,llm_needed,"private scholarships, college, search tips",financial_aid_advising,financial aid
does income affect my chances of getting financial aid,highschool student,attribute_lookup,medium,"income, financial aid, eligibility",financial_aid_advising,financial aid
what is the EFC and how does it affect my aid,highschool student,attribute_lookup,medium,"EFC, expected family contribution, financial aid",financial_aid_advising,financial aid
how to apply for FAFSA step by step,highschool student,attribute_lookup,medium,"FAFSA, application, steps",financial_aid_advising,financial aid
when is the FAFSA deadline for college applications,highschool student,attribute_lookup,short_circuit,"FAFSA, deadline, college",financial_aid_advising,financial aid
schools that offer free tuition if your family earns under a certain income,highschool student,filtered_search,complex,"free tuition, income threshold, school",financial_aid_advising,financial aid
what happens to my financial aid if I take a gap year,highschool student,attribute_lookup,medium,"gap year, financial aid, impact",financial_aid_advising,financial aid
colleges where 50% or more students study abroad,highschool student,filtered_search,medium,"study abroad participation, college",study_abroad_advising,study abroad
schools that integrate study abroad into degree requirements,highschool student,attribute_lookup,medium,"study abroad requirement, school",study_abroad_advising,study abroad
colleges with dual degree programs with foreign universities,highschool student,attribute_lookup,complex,"dual degree, foreign university, college",study_abroad_advising,study abroad
colleges with themed living communities,highschool student,attribute_lookup,medium,"themed, living community, college",housing_advising,campus culture
universities with guaranteed four-year housing,highschool student,attribute_lookup,medium,"guaranteed, four-year, housing, university",housing_advising,campus perks
schools with suite-style dorm rooms,highschool student,attribute_lookup,short_circuit,"suite-style, dorms, school",housing_advising,campus perks
colleges with gender-neutral housing options,highschool student,attribute_lookup,medium,"gender-neutral, housing, college",housing_advising,campus perks
colleges with cooperative housing options,highschool student,attribute_lookup,medium,"cooperative, housing, college",housing_advising,campus culture
universities with substance-free dorm floors,highschool student,attribute_lookup,short_circuit,"substance-free, dorms, university",housing_advising,campus perks
schools with pet-friendly dorms,highschool student,attribute_lookup,short_circuit,"pet-friendly, dorms, school",housing_advising,quirky campus feature
small liberal arts colleges in New England,highschool student,filtered_search,complex,"liberal arts, New England, small college",college_search,college search
top HBCU schools for business majors,highschool student,filtered_search,complex,"HBCU, business, top schools",college_search,college search
colleges in warm weather states with strong pre-med programs,highschool student,filtered_search,complex,"warm weather, pre-med, college",college_search,college search
highly diverse universities in California,highschool student,filtered_search,complex,"diverse, California, university",college_search,campus culture
colleges with low student to faculty ratios,highschool student,filtered_search,medium,"student-to-faculty ratio, college",college_search,college search
universities with Division I sports teams,highschool student,filtered_search,medium,"Division I, sports, university",college_search,extracurricular
colleges with strong Greek life culture,highschool student,attribute_lookup,medium,"Greek life, culture, college",college_search,campus culture
universities with beautiful campuses,highschool student,filtered_search,medium,"beautiful campus, university",college_search,campus culture
schools with high post-graduation employment rates,highschool student,filtered_search,complex,"employment, post-graduation, school",college_search,outcomes
colleges with strong alumni networks,highschool student,filtered_search,medium,"alumni network, college",college_search,outcomes
universities with funded undergraduate research programs,highschool student,attribute_lookup,medium,"funded, undergraduate research, university",academic_program_info,research focus
colleges with biomedical research labs,highschool student,attribute_lookup,medium,"biomedical, research lab, college",academic_program_info,research focus
universities known for climate change research,highschool student,attribute_lookup,medium,"climate change, research, university",academic_program_info,research focus
colleges with artificial intelligence research centers,highschool student,attribute_lookup,medium,"AI, research center, college",academic_program_info,research focus
schools with neuroscience research programs,highschool student,attribute_lookup,medium,"neuroscience, research, school",academic_program_info,research focus
colleges with genomics and bioinformatics research,highschool student,attribute_lookup,medium,"genomics, bioinformatics, research, college",academic_program_info,research focus
schools with clean energy research programs,highschool student,attribute_lookup,medium,"clean energy, research, school",academic_program_info,research focus
universities with psychology research labs for undergrads,highschool student,attribute_lookup,medium,"psychology, research lab, undergrad, university",academic_program_info,research focus
colleges with competitive debate clubs,highschool student,attribute_lookup,short_circuit,"debate club, competitive, college",campus_services_info,extracurricular
universities with strong volunteer programs,highschool student,attribute_lookup,medium,"volunteer, programs, university",campus_services_info,extracurricular
schools with active student government organizations,highschool student,attribute_lookup,medium,"student government, active, school",campus_services_info,extracurricular
colleges with competitive esports teams,highschool student,attribute_lookup,medium,"esports, competitive, college",campus_services_info,extracurricular
universities with entrepreneurship clubs,highschool student,attribute_lookup,medium,"entrepreneurship, club, university",campus_services_info,extracurricular
schools with active performing arts groups,highschool student,attribute_lookup,medium,"performing arts, groups, school",campus_services_info,extracurricular
colleges with a capella singing groups,highschool student,attribute_lookup,short_circuit,"a capella, singing, college",campus_services_info,extracurricular
universities with strong Model UN programs,highschool student,attribute_lookup,medium,"Model UN, university",campus_services_info,extracurricular
schools with student-run businesses or startups,highschool student,attribute_lookup,medium,"student-run, business, startup, school",campus_services_info,extracurricular
colleges with outdoor adventure clubs,highschool student,attribute_lookup,medium,"outdoor, adventure, club, college",campus_services_info,extracurricular
universities with on-campus mental health counseling,highschool student,attribute_lookup,medium,"mental health, counseling, university",campus_services_info,student support
colleges with disability support services,highschool student,attribute_lookup,medium,"disability, support, services, college",campus_services_info,student support
colleges with LGBTQ+ resource centers,highschool student,attribute_lookup,medium,"LGBTQ+, resource center, college",campus_services_info,student support
colleges with international student support offices,highschool student,attribute_lookup,medium,"international student, support, college",campus_services_info,student support
schools with career counseling for first-gen students,highschool student,attribute_lookup,medium,"career counseling, first-gen, school",campus_services_info,student support
colleges known for strong school spirit,highschool student,attribute_lookup,medium,"school spirit, college",college_search,campus culture
universities with active religious organizations,highschool student,attribute_lookup,medium,"religious, organizations, university",campus_services_info,campus culture
schools with strong sustainability initiatives,highschool student,attribute_lookup,medium,"sustainability, initiatives, school",campus_services_info,campus culture
colleges with vibrant arts and music scenes,highschool student,attribute_lookup,medium,"arts, music, vibrant, college",college_search,campus culture
universities with inclusive campus environments,highschool student,filtered_search,medium,"inclusive, campus, university",college_search,campus culture
schools with active intramural sports programs,highschool student,attribute_lookup,medium,"intramural, sports, school",campus_services_info,campus culture
colleges with culturally diverse student bodies,highschool student,filtered_search,medium,"diverse, student body, college",college_search,campus culture
universities with unique graduation traditions,highschool student,attribute_lookup,short_circuit,"graduation, traditions, university",campus_services_info,quirky campus feature
schools where students are known to be friendly,highschool student,emotional_advisory,llm_needed,"friendly, students, campus culture",college_search,campus culture
colleges with strong campus food culture,highschool student,attribute_lookup,medium,"food, campus, culture, college",campus_services_info,campus culture
colleges with the highest MCAT score averages,highschool student,filtered_search,complex,"MCAT, scores, pre-med, college",college_search,outcomes
universities with the best law school acceptance rates,highschool student,filtered_search,complex,"law school, acceptance, university",college_search,outcomes
schools with strong connections to Wall Street,highschool student,filtered_search,complex,"Wall Street, finance, recruiting, school",college_search,outcomes
colleges where graduates get jobs at top tech companies,highschool student,filtered_search,complex,"tech companies, graduates, jobs, college",college_search,outcomes
universities with high startup founder alumni,highschool student,attribute_lookup,medium,"startup, founder, alumni, university",college_search,outcomes
schools with strong consulting recruitment pipelines,highschool student,filtered_search,complex,"consulting, recruitment, school",college_search,outcomes
colleges whose graduates earn the highest starting salaries,highschool student,filtered_search,complex,"starting salary, graduates, college",college_search,outcomes
universities with strong nonprofit sector job placement,highschool student,filtered_search,medium,"nonprofit, job placement, university",college_search,outcomes
schools with medical school acceptance rates above 70%,highschool student,filtered_search,complex,"medical school, acceptance rate, school",college_search,outcomes
colleges with notable alumni in entertainment,highschool student,attribute_lookup,medium,"alumni, entertainment, college",college_search,outcomes
colleges that allow you to design your own major,highschool student,attribute_lookup,medium,"design own major, college",academic_policy_info,academic policy
schools with open curriculum and no core requirements,highschool student,attribute_lookup,medium,"open curriculum, no core, school",academic_policy_info,academic policy
colleges that allow gap year deferrals,highschool student,attribute_lookup,medium,"gap year, deferral, college",academic_policy_info,academic policy
universities with generous AP credit policies,highschool student,attribute_lookup,medium,"AP credit, policy, university",academic_policy_info,academic policy
schools that allow dual enrollment with community college,highschool student,attribute_lookup,medium,"dual enrollment, community college, school",academic_policy_info,academic policy
universities with student honor code systems,highschool student,attribute_lookup,medium,"honor code, university",academic_policy_info,academic policy
colleges with undergraduate thesis requirements,highschool student,attribute_lookup,medium,"undergraduate thesis, requirement, college",academic_policy_info,academic policy
affordable small colleges in the Midwest with strong engineering programs,highschool student,multi_constraint,complex,"affordable, small, Midwest, engineering",college_search,college search
schools in urban areas with strong pre-law and low tuition,highschool student,multi_constraint,complex,"urban, pre-law, low tuition, school",college_search,college search
universities under 5000 students with Division II sports and strong biology,highschool student,multi_constraint,complex,"small, Division II, biology, university",college_search,college search
colleges near the ocean with marine science programs and merit aid,highschool student,multi_constraint,complex,"ocean, marine science, merit aid, college",college_search,college search
HBCUs in the South with MBA programs and strong alumni networks,highschool student,multi_constraint,complex,"HBCU, South, MBA, alumni network",college_search,college search
women's colleges with strong STEM programs and study abroad,highschool student,multi_constraint,complex,"women's college, STEM, study abroad",college_search,college search
liberal arts colleges with good job placement and low debt outcomes,highschool student,multi_constraint,complex,"liberal arts, job placement, low debt",college_search,college search
public universities with honors programs and strong med school prep,highschool student,multi_constraint,complex,"public, honors, pre-med, university",college_search,college search
colleges in the Pacific Northwest with environmental programs and outdoor culture,highschool student,multi_constraint,complex,"Pacific Northwest, environmental, outdoor, college",college_search,college search
schools with cooperative education programs and top accounting majors,highschool student,multi_constraint,complex,"co-op, accounting, school",college_search,college search
universities with strong co-op engineering programs,highschool student,filtered_search,complex,"co-op, engineering, university",college_search,college search
schools in the Southeast with strong hospitality programs,highschool student,multi_constraint,complex,"Southeast, hospitality, school",college_search,college search
colleges with strong pre-dental tracks and research labs,highschool student,multi_constraint,complex,"pre-dental, research, college",college_search,college search
universities with strong sports analytics programs in the South,highschool student,multi_constraint,complex,"sports analytics, South, university",college_search,college search
schools under $30k per year with strong business programs,highschool student,multi_constraint,complex,"affordable, business, school",college_search,college search
colleges with strong pre-veterinary programs near farms or wildlife,highschool student,multi_constraint,complex,"pre-vet, wildlife, rural, college",college_search,college search
universities in the Northeast with both strong arts and sciences,highschool student,multi_constraint,complex,"arts, sciences, Northeast, university",college_search,college search
schools with strong social work programs in urban settings,highschool student,multi_constraint,complex,"social work, urban, school",college_search,college search
colleges with top computer science programs and small class sizes,highschool student,multi_constraint,complex,"computer science, small class, college",college_search,college search
universities with strong fine arts and career placement,highschool student,multi_constraint,complex,"fine arts, career placement, university",college_search,college search
how do I know if college is right for me,highschool student,emotional_advisory,llm_needed,"college decision, right fit, personal",college_search,admissions
how do I choose between two great college offers,highschool student,emotional_advisory,llm_needed,"college decision, choosing, offers",college_search,admissions
how to set boundaries with family about college choices,highschool student,emotional_advisory,llm_needed,"family, boundaries, college choice",college_search,admissions
what GPA do I need to get into an Ivy League school,highschool student,attribute_lookup,medium,"GPA, Ivy League, admission",college_search,admissions
how important are extracurriculars for college admission,highschool student,emotional_advisory,llm_needed,"extracurriculars, college admission, importance",college_search,admissions
do colleges look at freshman year grades,highschool student,attribute_lookup,medium,"freshman year, grades, college admission",academic_policy_info,admissions
how to write a strong college application essay,highschool student,emotional_advisory,llm_needed,"college essay, application, writing tips",college_search,admissions
what is the Common App and how does it work,highschool student,attribute_lookup,medium,"Common App, application, college",academic_policy_info,admissions
how does early decision work for college applications,highschool student,attribute_lookup,medium,"early decision, college application",academic_policy_info,admissions
colleges with test-optional admissions policies,highschool student,attribute_lookup,medium,"test-optional, admission, college",academic_policy_info,admissions
best colleges for students with learning disabilities,highschool student,filtered_search,complex,"learning disabilities, college, support",college_search,student support
how to visit colleges on a budget,highschool student,emotional_advisory,llm_needed,"college visit, budget, tips",college_search,admissions
do I need a counselor to apply to college,highschool student,attribute_lookup,medium,"counselor, college application, process",college_search,admissions
what standardized tests are required for college admission,highschool student,attribute_lookup,medium,"standardized tests, SAT, ACT, admission",academic_policy_info,admissions
how to get letters of recommendation for college,highschool student,emotional_advisory,llm_needed,"letters of recommendation, college application",college_search,admissions
how many colleges should I apply to,highschool student,emotional_advisory,llm_needed,"college list, how many, applications",college_search,admissions
what is a reach safety and match college,highschool student,attribute_lookup,medium,"reach, safety, match, college list",college_search,admissions
can I apply to college if I was homeschooled,highschool student,attribute_lookup,medium,"homeschool, college application",academic_policy_info,admissions
